,df3952cd-2a69-4685-a128-4707ebaf936d,b4d90c3d-c174-4379-bb7f-735956bc43d1,d49349f0-da3e-4573-b780-1fd1e9a75b86,9c88ac16-1131-4894-a89b-9819b197dc04,449f8345-f732-4c63-85fd-40444b088fb1,d2adcb6e-4f00-4b90-a4b5-ef8587232318,b8024b43-c91a-41c3-8440-dc5e287b616e,aecce2be-add3-461b-928c-2fdfbece0b9a,654e33c8-374f-4ce8-a550-f97c2bb093f6,10de5540-33ff-47fb-acf2-5f267b263fa8,779388eb-8467-40c0-87a6-4a3c29ac5d03,6ddd0ff8-3331-498d-991c-a864fa654202,a7e93e70-6e34-4264-84fe-3c5450e2a4c0,a4017d00-9cba-4fe7-a119-5af49e954985,8562a7aa-a694-4241-87e0-eebc8c5939b6,baaa9216-5723-4c6d-9131-fbe2932c894a,4f41b882-4bd7-4829-b58b-ecd727aacb08,5759aaab-b7f9-4f26-8220-3bf108ce2a05,72b2404a-d1e8-431b-b88e-ba074a93fcc7,fbe23aa4-6022-43fd-84a7-816fc26aa70b,43ed0e15-cbd1-4874-a80f-3476a933d269,20546ab7-8bc8-4afe-92f0-1f8187bd0fee,04af9077-0b70-4fed-8a2a-20dcde777ee2,94aee06f-a78c-4b09-899b-c2adc4236d59,fdbc648c-6156-4318-9b42-38cd6ae8b55d,ccc33547-bc30-418e-8199-2c8d72463d8e,8fbc742d-250d-449d-881c-cb4e8aaf9963,abc68835-423f-457b-a799-092b2773f6f2,7b618efb-e77b-45d8-8cc9-013091c47850,26089d4b-1d2b-449d-b2c8-c4bffd8d528c,98b61247-e6be-41c9-82fb-0707aed560bf,113795b5-2370-437e-abe7-b8af9b8b7e6d,a6227213-4b2d-4724-856c-5bea2305eef3,f8a645f2-d3a2-4cae-a72f-e1d60bd82521,45718b04-9e75-473d-8379-0c2b7c19a558,80830c09-b64b-444b-9345-ea0b95d29961,eadde7b6-e84c-4024-a757-27c6bd7f9898,015d9212-a8b5-41cd-ba0f-15d58cee8812,50263829-8b9a-4ce1-93cc-43fa3ff76c36,f2c1fdf5-fb77-46c2-ad66-6f619a1182d6,65a73095-0cdf-4fd4-baf4-df819119f677,fb727248-4e01-4c6d-b12b-1d5b7ca4baa8,142cee17-f038-4def-898e-06a44cb0a64d,52aada7e-991e-4592-8ea1-cae3bba3485e,af7e5686-500b-427d-8837-d0de43b2c6c5,2fcbfc64-7b10-4b42-8006-8a08c26faf99,4d2e2283-d9d8-45a3-a0d0-c77f080ce962,53baf666-fde5-4fb3-b4bc-8573b88c4c6c,4c77757e-519c-47f1-badd-3ed502c37629,2b3f8df4-dd8b-4513-9969-a07939471426,ce1a4049-39d6-4ee0-b749-736e9f5d4a75,bf7b2929-6c9e-4def-839e-1f3d0da421dd,d3e5d69d-17f4-4f56-95d8-33c772e3147f,812c8bc3-4ea9-41d2-9976-34877d45898b,eca73ec1-d809-4706-87e3-fd99181756fb,4740481c-2af3-49c3-b3d7-7a338282e646,fdf46855-e0fb-4b1b-9c90-2edea22873d6,3f092dde-71fa-42f6-b52d-77a6d01e7d07,35fba664-a88b-48dc-acd8-760420c0de3b,3ff7129d-93a7-48e2-995c-2f5bee0ab24a,94f0fd64-596a-4db6-8504-27d00ae739b9,53af003f-3a7f-4e89-8a44-389a7faa480e,33c58663-dd1a-454b-8c54-a465109b8019,9ebac7d2-9de7-4ba9-b635-feffd1f04be8,426c7680-32f7-4f5b-9ed2-e86947a09d1e,3b01d7c2-6b03-4f89-9a4a-2319be55878a,90bb103c-eeda-4413-9efa-3d67bcd82839,fcfd8c8c-9f44-4ba6-a34c-ba0ead2d1c79,a394fa35-44c4-46ff-829f-595e659ea86f,59569e70-0fba-44d9-8221-2e30f50e9c83,cde33ec3-91ac-4c33-a68f-b08e142e04a2,e3b39a93-04d2-4428-9b19-e30de286055f,d74ec796-b1ef-4836-9392-409047c97003,70b58c19-122f-4698-961e-7f71dd514dac,3e0ced40-94e0-4887-be2f-2518c9a099fc,b96b2f74-85af-47dd-b99e-cd5c95dff6cd,05cd62a2-15b9-4baf-b164-db66520d985e,2e0a4654-d541-455b-946e-b9adcd131955,ee287df7-b6a6-4761-9fbf-f0b6a7bad370,8a7d1562-3cf2-474e-8d7c-2fc4025eb8e1,fed28e91-27a6-4d8f-b66c-85c29faaa4d5,96d24a01-b8d2-4219-84c1-f7aa886716f7,aaae5cc2-732a-4101-968f-473fa165f8f3,500628e5-2fd9-47e9-8fe7-f89ccdc907bf,ee5bef82-48ff-4fea-bb80-4a8897cb971d,e581bba5-c0e5-4517-92a6-2f805f5cd376,34d09f80-34ae-4d5b-b81e-da473c28e3cf,13e6ddbf-0c45-4bb6-8631-28e294988082,b308e822-f623-454a-8eb9-6a53b4158d14,4cdc4bc3-b5f5-4cd9-9563-c016ceb29bc3,b455efbe-4c4a-446c-9d60-df4bfd282af2,6479a950-0637-4333-93ca-ed37a617989b,c2c0ab8a-bca2-4461-8e42-0d4df70fd0e6,364ffa19-1510-4cfa-a6a5-561037963b51,af8d572a-f20d-4cf4-8bc0-aff3dd8e1ce7,ffd91203-3937-4efd-a691-8ac716bc8883,2d212b26-e08d-482e-b65b-4d397f08a024,1e8ac9ce-7e05-4367-a409-0ab4e9a7fd24,5b4f993d-2919-4529-956c-df8756f67c57,65f988d8-ad7c-4041-98e0-de0ffb57271c,cb84a2e3-c183-462e-a8c1-d8bf7b338ab2,36d09982-af60-42e1-b9eb-2dde51a64daf,7b48fc83-e90c-4cc1-8f97-75194e8e53ea,f32b3b68-4b47-4ca2-b286-504f10fadd24,79c4d594-80c3-4f59-94da-877648d3a7b8,86fdb729-e0d8-4caa-9f8d-7c45dde93133,995f09f3-af9d-4af1-adaf-7ca167fa19e6,52e4b1c8-5d1e-4947-b737-a3a68c2e95c1,d2ce968e-145d-4e3b-acb6-2d348f60b9e6,3c478500-0e41-482d-a31c-95985f18c326,686426f3-11f3-44b1-bae3-b75742244513,aef874a7-de2a-4143-95fc-5af99e2fb719,1bff2ada-3bd5-4d79-a4cd-908ec885f43e,f9bcadb2-fc9e-4366-8e51-c1bd5c76e64b,8c0d5dcb-4e10-4dd4-b99e-971ac97deefa,920fa077-2cc9-4f8f-b448-6afb1ac7d03f,58dac2e9-7732-4144-b977-e81832f7a694,755360c4-de85-46dd-b9bc-95b115361154,00fb1709-3c81-433a-ac43-378be5cc19ec,e90aab3a-f6ce-4c87-9508-8bc3f8250208,99a9c9e6-f91b-4336-9d8e-15ed9e96aaab,0490a198-b53f-460d-8bff-d1a59c384226,888fcbba-c4e9-4295-ae9e-68d331598632
TENM1,39.913864077669906,57.35464077669903,60.35829126213592,33.9187572815534,28.62718446601942,41.00823300970874,70.81933980582524,31.877592233009707,75.22415533980582,29.546796116504854,26.017087378640777,29.130718446601943,61.804582524271844,47.69693203883495,59.913242718446604,34.134135922330096,92.95961165048544,71.81545631067961,35.341747572815535,33.78920388349515,69.1815145631068,35.49071844660194,77.56419417475728,77.93242718446602,69.3464854368932,54.63619417475728,48.01980582524272,36.20069902912621,37.14477669902912,25.46966990291262,60.03339805825243,52.75378640776699,55.25196116504854,68.42974757281553,52.63782524271845,43.63091262135922,43.66485436893204,74.96388349514564,33.682252427184466,84.68233009708737,71.7211650485437,58.56893203883495,98.9157281553398,62.47603883495145,39.71433009708738,66.79308737864078,61.68900970873786,31.996815533980584,35.83106796116505,55.34516504854369,44.325436893203886,37.965980582524274,47.43914563106796,60.00256310679612,86.66586407766991,29.151844660194175,34.90904854368932,30.485126213592235,67.19293203883495,58.71238834951456,69.82073786407767,124.65825242718446,63.56574757281553,40.03945631067961,35.84295145631068,35.304466019417475,42.100194174757284,33.37040776699029,69.69374757281554,74.63262135922331,51.30726213592233,51.24885436893204,70.04434951456311,38.06314563106796,31.784932038834953,35.80023300970874,29.220582524271844,32.981747572815536,27.49926213592233,58.538796116504855,27.383922330097086,31.325126213592235,53.37025242718447,33.784699029126216,62.92722330097087,39.5833786407767,41.740893203883495,59.319766990291264,91.75036893203884,41.801864077669904,32.418019417475726,59.152466019417474,23.731106796116507,32.69491262135922,31.967766990291263,37.56963106796117,31.070446601941747,76.90974757281553,98.34306796116505,34.62982524271845,32.9852427184466,23.760854368932037,28.768388349514563,39.181669902912624,40.463223300970874,32.24838834951456,28.7673786407767,52.5926213592233,58.41895145631068,26.964038834951456,67.22578640776699,72.67464077669904,84.19332038834952,36.19464077669903,31.98695145631068,60.2473786407767,51.805747572815534,32.39704854368932,60.9095145631068,40.70695145631068,33.71774757281553,38.295223300970875,110.81778640776699
MXRA5,26.14969876442357,38.98447870928214,49.762891861533745,26.81139589502706,22.70182783620954,22.71193709792709,43.78280404370469,19.91197794342898,58.24599203512713,20.365975696926377,18.06249361789033,19.857755539671192,39.13172674359236,37.36056366792607,43.396711937097926,25.242111712447667,59.649239252527316,45.11069131011947,25.347084652302666,28.212396609823344,50.21688961503114,23.171346880424792,50.10252220974165,64.25814357193914,52.68099663024609,39.886960073521905,27.860104156029816,30.257122434391913,29.733278872664147,17.761360155212905,38.209435310936385,37.28326355560094,36.57061166139079,53.25783723067497,45.529868273256405,28.693250280812826,35.484529766159504,47.85479424078424,26.804962728479527,50.836617992443585,43.5437557438987,38.34820790360462,60.108138466251404,49.76656795670377,23.3283978351884,50.64392933728173,57.60543245175125,28.441846216685388,27.680281833963036,36.84682936791586,22.38864495047483,29.130807719799858,31.124068211988156,46.74440927192893,55.75380373736342,21.426529153476974,23.447973041968755,19.412539569079954,55.701010926171755,48.09476156438272,56.57581946288165,55.04431736954968,27.90166445420198,25.709894822832634,27.714592055549883,23.080465638721535,27.13346267742265,25.788318186459716,42.36321862554886,51.067599305626466,34.40559583375881,35.650362503829264,54.912896967221485,26.542734606351477,24.74257122434392,29.751965689778412,20.500459511896253,24.75850097008067,20.194016133973246,40.91167160216481,19.64229551720617,25.01000714796283,44.237210252220976,25.778923721025222,38.57663637291943,27.740120494230574,32.27662616154396,39.463187991422444,57.22996017563566,27.181251914632902,21.07321556213622,47.927397120392115,16.242928622485447,25.427346063514754,21.50403349331155,29.028285510058204,21.712039211681812,46.89553762891862,43.36362708056775,20.8299805983866,23.631879914224445,15.319820279791688,19.691310119473094,25.57592157663637,26.121004799346473,25.756765036250382,20.20667823955887,32.977943428979884,47.211273358521396,21.55212907178597,43.02001429592566,46.95792913305422,66.485448789952,25.57357296027775,26.656285101603185,48.00347186766057,40.71346880424793,25.355355866435207,42.98345757173491,32.39895843970183,22.931890125599917,23.59021750229756,90.88573470846524
MYH8,79.15179606025492,56.62837278596259,70.85151464989241,70.96242343982784,66.58384373448105,74.71958285052143,71.18705512332396,63.6548584671412,87.99718589637477,58.83413342161894,37.69740109253435,52.18871047839762,62.30905479225294,76.7079953650058,63.421618937262046,68.22463168349611,92.94967720576064,67.09352756166197,59.717430888925676,79.4739281575898,71.67041880483363,69.34927992054295,75.39976825028968,79.18076477404404,76.42724714451249,56.20211885449429,88.42939910610826,75.49346134745903,81.74706174474424,45.5747392815759,58.34149975169674,53.74573746068532,57.23025989074657,72.54908127793412,45.357887766926005,43.12547591458368,81.92633669922198,73.37990398940573,74.99089554709485,83.82602218175799,75.83744413176626,55.77884456215858,84.96639629200463,73.78016884621752,57.37113060751531,79.36103294156597,43.35159741764608,65.93246151299454,77.11322628703857,55.889753352094026,53.39314682999503,81.86210892236384,50.158086409534846,66.6563482867075,88.11885449428902,56.21751365667936,68.03078960437014,61.08938917397782,77.27760304585334,71.62655189538155,61.600562820725045,42.21999668928985,63.64492633669922,49.6548584671412,81.61099155768912,65.62208243668267,57.297301771229925,79.32660155603376,68.40390663797385,75.28736964078794,53.32345638139381,33.612646912762784,70.00645588478729,83.5894719417315,69.4788942228108,78.2797550074491,56.48419135904651,65.31998013573912,57.010759807978815,58.30259890746565,55.21105777189207,71.00380731666942,64.65254097003807,78.31385532196656,37.58202284390001,81.79291508028471,89.7497103128621,64.48783314020858,95.11885449428902,74.51878828008608,50.981294487667604,65.78794901506373,43.94586988909121,75.83231253103791,62.27396126469127,75.58665783810628,65.48021850686972,73.04535672901838,71.2925012415163,60.070518126138055,75.63615295480881,25.032610494951168,60.07763615295481,39.19384207912597,45.016719086244,68.12150306240689,58.99205429564642,53.09336202615461,64.91408707167687,60.787617944048996,70.2920046349942,73.854494289025,95.57507035259063,73.01605694421454,75.69657341499752,63.206257242178445,62.63979473597087,75.08078132759476,62.70782982949843,85.28554875020691,65.17265353418308,71.73067372951498,85.88131104121834
DNAH7,90.16249798289495,66.27537518153946,66.59060835888333,67.06123930934324,61.22309181862192,89.96829110860094,81.68872034855575,68.88050669678877,83.10166209456189,64.03340325964176,57.061400677747294,57.66072293045022,66.98620300145231,78.70897208326609,58.48507342262385,66.25827013070841,105.65265451024689,79.95643053090205,65.53606583830886,72.89728901081169,70.51936420848797,78.58092625463934,89.05551073099888,75.7106664515088,74.2737614974988,64.3531547522995,106.37582701307085,77.93617879619171,77.33959980635791,51.37227690818138,65.09278683233823,57.521865418751005,63.88381474907213,70.60666451508794,56.53090204937873,48.2109085041149,78.20792318863967,79.26077134097143,72.03187025980313,94.91205421978377,70.18508955946426,64.08262062288205,109.45417137324512,70.94037437469744,79.77464902372115,74.03138615459093,66.4696627400355,61.48007100209779,74.74963692109085,61.1458770372761,67.23107955462321,78.1507180893981,53.42028400839116,63.9985476843634,97.25964176214298,65.49273842181701,77.4419880587381,70.91221558818783,71.2970792318864,66.1466031950944,55.354284331127964,51.66984024527997,69.20259803130547,56.86630627723092,77.26230434081008,73.95304179441665,67.02509278683233,69.19622397934485,81.2686783927707,82.76012586735517,57.32394707116347,58.338066806519286,77.64821687913506,80.27126028723576,64.51347426173955,73.79062449572373,63.837179280296915,67.00960142004196,64.99152815878651,65.76738744553816,60.04163304824915,67.00338873648539,58.72631918670324,69.95610779409391,69.0985154106826,79.57374536065838,83.49378731644344,68.69154429562691,106.85573664676457,76.79724060029046,68.64942714216556,62.913345167016296,54.0293690495401,71.25851218331451,71.42092948200742,77.64531224786187,70.67653703404874,88.17879619170566,63.229788607390674,56.66943682426981,67.08947878005486,50.55002420526061,67.76351460384056,41.90438922059061,93.42504437631112,68.02218815555914,64.48579958044215,60.2652896562853,65.82338228174923,81.72551234468291,76.77884460222688,87.8888171695982,92.99814426335324,70.32636759722446,70.09609488462159,62.003146683879294,56.593512990156526,68.07455220267872,66.31515249314184,81.30506696788768,71.69041471679846,82.68533161207036,81.70526060997257
PREX2,37.724744186046514,26.203441860465116,26.909674418604652,26.813302325581397,25.446697674418605,35.71832558139535,34.44558139534884,28.009767441860465,32.594697674418605,25.135906976744185,23.322697674418606,24.853023255813955,28.057767441860467,34.77181395348837,30.988558139534884,27.716744186046512,42.5273488372093,36.32595348837209,25.632930232558138,29.658418604651164,29.18232558139535,31.805581395348838,36.98586046511628,30.305581395348838,31.758511627906977,25.510418604651164,42.08920930232558,30.768372093023256,31.951348837209302,22.93525581395349,26.795813953488373,23.708372093023257,25.460186046511627,28.39172093023256,23.368558139534883,19.746046511627906,33.13013953488372,32.1526511627907,28.241581395348838,40.52306976744186,29.039162790697674,27.152,43.26706976744186,27.443627906976744,27.684186046511627,29.654697674418603,35.73162790697675,25.409767441860467,31.003906976744187,24.46604651162791,32.05432558139535,32.55674418604651,20.62,27.036744186046512,39.13283720930232,26.809023255813955,31.279162790697676,29.409209302325582,28.475348837209303,27.289767441860466,23.144837209302327,41.064,29.273023255813953,30.144,32.45209302325581,29.347906976744188,27.84120930232558,29.39227906976744,32.538046511627904,34.34372093023256,24.809023255813955,23.665395348837208,31.788,33.49590697674419,26.558325581395348,31.045023255813952,36.05125581395349,27.329488372093024,26.81906976744186,25.041953488372094,24.027906976744188,27.62753488372093,24.141953488372092,28.2446511627907,29.474604651162792,31.1833488372093,33.860837209302325,28.644372093023257,44.24706976744186,30.750697674418603,29.223627906976745,25.788,23.82753488372093,29.664372093023257,29.04232558139535,33.61274418604651,28.84120930232558,35.878511627906974,26.386790697674417,24.130976744186047,29.154418604651163,20.47711627906977,28.490046511627906,18.404558139534885,37.64976744186046,27.61460465116279,25.611906976744187,25.420744186046512,26.23246511627907,31.447441860465116,30.448093023255815,35.76372093023256,37.21916279069767,30.776093023255815,27.73860465116279,25.099720930232557,22.44046511627907,27.043441860465116,28.55293023255814,32.420093023255816,31.10772093023256,33.35590697674419,33.916186046511626
ABCA12,82.54604395604396,57.64791208791209,62.12604395604396,59.6021978021978,54.38263736263736,76.51384615384616,73.68175824175825,61.253406593406595,72.89252747252748,57.5167032967033,51.51054945054945,52.191098901098904,60.77857142857143,67.8221978021978,53.4210989010989,57.43846153846154,96.09131868131868,70.1723076923077,57.91681318681319,64.88582417582417,63.15659340659341,68.16175824175824,78.14318681318682,68.28802197802197,66.81538461538462,54.45164835164835,95.99868131868132,66.22164835164835,71.15483516483516,44.52307692307692,58.98725274725275,53.20296703296703,58.315714285714286,64.74450549450549,51.144835164835165,42.72736263736264,73.01362637362638,74.44912087912088,65.1589010989011,85.91131868131868,62.76835164835165,57.43,97.43681318681318,60.30120879120879,68.88626373626374,68.08626373626373,62.04560439560439,57.98373626373626,69.04879120879122,54.71758241758242,60.70098901098901,70.63175824175825,48.958241758241755,60.216703296703294,87.32318681318681,60.073846153846155,68.00494505494505,65.63043956043956,64.63912087912088,60.65989010989011,50.558351648351646,46.598571428571425,63.325824175824174,50.81340659340659,69.54230769230769,68.79230769230769,62.182307692307695,65.00989010989011,73.19043956043956,77.34538461538462,54.44208791208791,52.879120879120876,67.9423076923077,73.5610989010989,61.143406593406596,69.87989010989011,56.15406593406593,62.94626373626374,56.59516483516484,60.33736263736264,53.65483516483516,63.09296703296703,54.2954945054945,62.636263736263736,65.29571428571428,71.58032967032968,75.08252747252747,60.53846153846154,95.50769230769231,63.40538461538461,62.34340659340659,57.10307692307693,50.89076923076923,64.03802197802197,65.25175824175824,67.44615384615385,61.30197802197802,76.86802197802197,59.612857142857145,50.41164835164835,57.36967032967033,46.02032967032967,61.00879120879121,37.72835164835165,87.78307692307692,62.47813186813187,56.37230769230769,54.45164835164835,58.50736263736264,73.86461538461539,66.57857142857142,76.87769230769231,80.12263736263736,61.713626373626376,61.91241758241758,56.70010989010989,50.55340659340659,60.65714285714286,61.71197802197802,76.1378021978022,68.67725274725275,76.29868131868132,75.66626373626373
MROH2B,70.75644206909716,49.599351021187246,56.1916396258828,54.20385569765222,54.18171406757015,68.09715594579119,63.66596678755488,54.09219316663486,67.97365909524719,51.76655850353121,47.175033403321244,44.980721511738885,53.46153846153846,69.5142202710441,52.65699560984921,55.15880893300248,79.07272380225234,63.76923076923077,53.54876884901699,59.810078259209774,87.93682000381752,60.727047146401986,65.46287459438824,74.90074441687345,63.08035884710823,49.26646306547051,77.03130368390914,61.464783355602215,68.97327734300438,41.973659095247186,48.57377362092002,46.45409429280397,49.2466119488452,58.8631418209582,50.553540752051916,38.216071769421646,67.52853598014889,63.69765222370681,59.50238595151747,73.03626646306547,66.79709868295477,49.12044283260164,82.92422217980531,59.14010307310556,58.38079786218744,62.27505249093338,72.58675319717503,53.66863905325444,63.29681236877266,47.51307501431571,53.33823248711586,63.4999045619393,41.14869249856843,53.27848826111853,74.28688681046002,49.67283832792518,62.11051727428899,53.83431952662722,61.27180759686963,54.1162435579309,54.292803970223325,72.23439587707578,59.5890437106318,44.557740026722655,62.66997518610422,59.09639244130559,53.59419736590952,59.67570146974614,60.66539415919068,63.977858369917925,46.004581026913534,45.54552395495323,64.2189349112426,66.48768849016987,55.4863523573201,64.10097346821912,50.881275052490935,55.13876694025577,48.49780492460393,51.43042565375072,48.64325252910861,58.86848635235732,49.63867150219507,61.74708913914869,53.626837182668446,63.98243939683146,70.99064707005154,53.52624546669212,77.27257110135523,61.84729910288223,55.08684863523573,52.7463256346631,43.32945218553159,59.30616529872113,58.09142966214927,64.3559839664058,55.96468791754152,64.63428135140293,66.1506012597824,47.26379079977095,54.049055163199085,37.66653941591907,54.222370681427755,32.15823630463829,72.96487879366292,56.847489979003626,50.05898072151174,47.56747470891391,55.25844626837183,49.198320290131704,58.395686199656424,63.443023477762935,74.69917923267799,65.15174651651078,57.15880893300248,52.217598778392826,50.33021569001718,55.75835083031113,56.10841763695362,67.55201374308074,56.176560412292424,63.87593052109181,66.38289749952281
SDK1,31.818505338078293,24.891218620755986,32.94556121958257,33.35885351543715,30.36087332884486,33.438010964701355,28.81244589785515,26.95287102048668,37.406463402904684,25.546696162354525,25.394440704049245,24.511301336924113,26.1993844378186,40.313359622968164,25.30479946138309,33.47734923535635,35.747715687217465,28.869193036452824,33.9754736943349,32.432240069250746,37.30585745888237,31.589400788689044,28.5974800423199,42.716937578147544,37.89237279984611,24.837549293065308,33.82466095989228,35.63585649706646,39.09993267288641,22.20419351736078,26.568914109839376,24.64018466865442,24.236991439838416,36.29219967298259,30.07963835721843,18.796672116956813,48.43320188515918,32.98884293546215,34.85880542464172,33.94931230162547,38.45282292969126,25.36827931133981,42.829085313071076,32.58209098778494,28.48052322785419,34.983168221602384,30.307877272290085,33.98874675387131,35.70664614792729,25.20294315667981,30.38530345291911,35.92747908050399,21.415793017216505,32.648744830239494,34.87438684235837,25.038280273155717,30.79186303741464,26.172549773973262,39.34115610272194,32.95142829662402,31.27219390208714,33.67577185726652,31.65663172068866,22.848417812830625,35.3350966624988,30.608540925266905,16.016831778397616,34.49562373761662,28.26065211118592,33.40338559199769,23.71385976724055,23.545253438491873,38.220736750985864,37.23516398961239,32.953544291622585,41.74261806290276,26.81109935558334,31.535635279407522,25.101086851976532,27.51120515533327,24.1111859190151,33.1341733192267,28.09887467538713,33.89910551120516,24.085120707896507,37.890064441665864,42.58459170914687,25.833990574204098,34.47783014331057,34.30201019524863,28.782725786284505,30.451764932191978,21.760219294027124,34.47792632490141,29.43541406174858,33.72780609791286,28.629412330479948,31.33846301817832,40.68952582475714,28.87352120804078,33.374242569972104,19.944503222083295,28.501875541021448,14.958449552755603,34.90699240165432,35.7694527267481,24.13475040877176,23.46638453400019,32.150812734442624,28.0311628354333,29.8976627873425,28.923727998461093,42.355871886120994,35.98691930364528,30.846205636241223,32.31682216023853,27.375012022698854,32.8768875637203,30.197076079638357,41.39607579109359,29.464076175819947,29.337982110224104,38.17399249783591
FBXW7,55.72367363344051,37.89650321543408,42.707194533762056,41.91097266881029,36.777130225080384,54.24738745980707,49.997588424437296,42.97266881028939,53.09364951768489,38.58842443729903,34.02411575562701,37.991559485530544,43.11475080385852,45.51768488745981,36.66378617363344,44.438906752411576,60.81631832797428,50.14107717041801,40.75060289389067,46.21764469453376,40.35389871382637,48.05888263665595,56.14831189710611,48.83239549839228,46.867765273311896,39.57978295819936,65.01788585209003,53.3717845659164,50.65233118971061,31.793006430868168,38.476487138263664,37.12077974276527,36.060691318327976,48.231913183279744,34.59746784565916,29.506832797427652,41.66016881028939,49.28114951768489,46.21322347266881,57.35872186495177,47.828376205787784,37.19031350482315,67.2652733118971,44.23975080385852,46.405546623794216,45.682274919614144,58.981310289389064,39.004019292604504,48.131229903536976,36.807475884244376,42.294011254019296,50.95418006430868,31.517885852090032,42.60731511254019,59.080988745980704,40.91258038585209,47.111334405144696,40.734123794212216,46.224477491961416,42.9935691318328,36.52009646302251,31.0633038585209,41.64007234726688,35.628014469453376,50.407154340836016,45.04702572347267,39.903336012861736,46.467845659163984,47.96402733118971,49.26627813504823,34.560088424437296,34.80265273311897,50.06310289389067,52.385048231511256,42.8766077170418,45.575160771704184,38.10892282958199,45.07696945337621,36.069131832797424,37.05164790996785,35.68528938906753,38.98452572347267,40.00924437299035,46.00703376205788,61.96603697749196,50.44031350482315,55.270297427652736,42.23050643086817,65.54059485530547,47.48231511254019,43.45257234726688,39.50040192926045,35.08782154340836,44.867765273311896,43.43207395498392,51.140273311897104,41.0064308681672,51.023914790996784,38.529340836012864,35.54139871382637,44.3141077170418,32.34706591639871,39.022307073954984,24.650522508038584,56.87881832797428,43.501406752411576,39.07395498392283,34.44875401929261,42.44573954983923,52.41217845659164,46.50100482315113,49.779943729903536,58.44493569131833,46.97146302250804,42.96543408360129,37.44192122186495,34.943729903536976,43.407154340836016,39.935088424437296,53.04079581993569,45.54300643086817,50.45377813504823,56.49738745980707
ERICH3,40.82637239837966,27.815337337616985,35.70568515155748,34.314988126833356,29.409275038413185,37.64324626344462,34.35186478558458,31.31093728174326,39.77804162592541,31.045956139125575,26.382874703170835,26.59477580667691,29.808213437630954,34.92135773152675,27.2707081994692,34.01592401173348,46.8600363179215,33.51194300880011,32.62620477720352,36.47897751082554,20.361363318899286,33.0825534292499,38.40787819527867,37.555803883223916,38.01536527447968,27.884201704148623,41.427573683475345,36.466685291241795,40.374353960050286,24.75136192205615,29.569632630255622,26.692275457466128,27.893839921776785,37.79536248079341,28.484425199050147,21.04888950970806,33.975834613772875,37.47772035200447,36.26442240536388,41.97429808632491,33.83419471993295,29.602318759603296,40.86296968850398,34.966056711831264,35.684592820226285,36.20324067607208,31.298086324905714,31.82874703170834,38.872049168878334,27.62187456348652,31.10825534292499,40.568235787121104,23.03156865484006,34.50551753038134,43.74577454951809,29.650789216371003,32.401173348232994,31.91102109233133,35.97555524514597,32.46612655398799,28.695907249615868,24.64031289286213,30.465009079480375,24.753038133817572,37.69101829864506,33.203939097639335,31.082693113563348,37.55105461656656,35.12152535270289,40.15169716440844,26.624807934069004,25.93979606090236,38.35465847185361,39.65609722028216,32.41150998742841,38.82343902779718,28.75806676910183,33.66727196535829,29.833775666992597,25.555384830283558,24.955161335382037,34.30311496018997,29.997765050984775,36.80681659449644,31.860455370861853,41.63640173208549,42.48400614610979,31.80248638077944,47.02737812543651,39.63444615169716,34.36317921497416,33.26065092890069,25.360385528705127,36.9515295432323,32.80611817292918,37.7644922475206,32.01843832937561,37.344880569912,31.92834194719933,28.41584020114541,34.85249336499511,22.968151976533036,30.26372398379662,18.74493644363738,40.41248777762257,34.0738930018159,28.929040368766586,25.26023187596033,30.5720072635843,28.592820226288588,33.83531219444056,36.290264003352426,46.06020393909764,33.047772035200445,34.2184662662383,32.10574102528286,27.888531917865624,32.19122782511524,31.79242911021092,44.10238860176002,32.6418494203101,38.26889230339433,43.655678167341804
