,011fa5be-ece3-441e-896d-40c4b68b7905,069f4aea-081a-46b4-9528-be7e44e1e0c3,0ef10e66-7fd4-4d07-9877-0a9e142e4732,0f321324-0481-436b-912b-fcbcfa1740ba,102b3ede-8d6a-482c-8f8c-904d66780afb,1553d76d-8835-4384-9c66-27d225de04c3,17d265eb-4ac8-4b3d-ada5-30ad3401628b,2090559c-0fe7-417b-80f6-3fb5179fee29,22d00327-e962-4a4e-945b-75d2c9ed4b7f,236fe58d-18f3-42f7-af7c-5e82c62aae70,24a1145e-6cdc-4232-af99-15e7b1779b7e,29e5b38e-4648-4beb-8628-a2ffa09e5a5b,2defc198-6b45-4678-991c-9d5b0de089e4,30b22957-5f72-408c-85af-d3d54c13ff94,32bfc702-b93d-42ab-809e-a538ed0b6e46,34bc22c4-aeae-4b65-8bc0-81c43a653374,37941d0c-0412-4099-bdb6-4b751ed985bb,39d19e04-98db-471f-864f-4ca65667dde3,3d81ec72-4295-4a19-ad04-3fff3cf1f91c,408b0c94-dda2-4414-98fa-8bd68f803f43,415234a8-35be-44d6-b6c5-0391b98c15a7,418a75a1-d47e-48e2-b8d3-c5cf81707f58,429e286c-9f4d-4c4a-9e14-faaf526035fc,49559622-64d1-4f8a-9070-bd822bf3cec9,4b6220ee-a4f0-4366-81fc-2d5d76fa0d16,4cb9b4e4-2253-4ec0-b557-768038627ca3,4ea5af8e-c02b-4745-a78d-58d4bc30e4e2,5340d7c1-dc3c-4d4a-9e5f-a4f2f0d37f43,549ec67b-4b32-4615-8943-eb31a5248611,596d535e-804c-4c0c-a720-cf442c255b48,59b21bd1-e768-46b8-8778-bdbea60377da,6056f026-c894-4fd1-a427-db921f58d10e,62766e3c-0392-4320-a6b7-bf8932682c29,6871b3c3-0510-4e02-b838-3022a353061e,6b9ffbbb-82d2-4d85-bc3d-dcae3bf9bd75,7268a915-b727-4288-b330-9e1c62d1818d,7a73c623-4b47-4d8a-bd5f-f110b5916554,7c4ab5fb-7450-40c1-aab0-1ad03da033e5,80d10465-4005-4b7e-b88c-55971fcf32d4,82a65dea-4c13-4df2-a4d8-81ed0875b550,84d59770-b03c-4f5c-a19b-987910f7b71c,877deb5f-aa25-4a0c-98d4-b84fa119d348,87a333b0-a8c1-40e5-b625-25cd508c141e,8b9f04e3-13dd-4051-bf5b-774539cc294a,90e1c8c3-a7e2-4d43-ac39-f8aac4a175e5,916e6849-c05b-4b24-8bb7-d272e4bf8d6e,94ff0aed-a78d-40a5-8559-3ee2072f98e4,9943b9bf-e0e8-4eb7-bae0-853611a40ee3,9a8cebde-0071-4405-8c1c-28dd6ff0dde5,9c9e5200-0cf5-422b-96a3-efce3949bbc5,9e605693-3c13-4e7f-a9c4-e3d17b149d73,a215e3e4-04f2-43a7-a546-2373476aa7be,a491de58-f505-4ec3-8ce0-717901943c8d,a61b12ad-e025-4310-b3c6-352152a4d197,a98c6e1b-8f50-4bf5-8a82-ccfaefd1b203,ad3f49de-5b64-406d-b41d-c02a098e02c4,adcec73f-37c2-4d16-a18b-b9efc0e2a056,b2c9bc0b-3deb-4bab-814c-62d3052584c0,b2ef9fef-318c-4673-ac67-40a85080e9ae,b3698278-2558-415c-896e-94ac896725d9,b609c5b9-cda6-43ac-8b00-28f74aaa5f6e,b64c6ed7-98ff-43ad-91ff-13badc7e4b17,b80b7735-dc4c-4965-b6ed-7c910f2d317f,b91d9f87-82e8-4f47-bcc0-b87fdaa4acec,bc247691-18aa-4421-8e2a-84f22a2e7002,bdbcc9cc-ac8e-4f7c-a08b-72a1c75b6a4b,c81b709f-f27f-473e-bfbf-54d93d5d2f42,c846e9f0-155c-4f65-ac13-82536e6ffdc6,cabb3966-92f9-4d60-886b-d5647b837f90,d07b8988-cd5a-4cd6-a19b-a1f18a3342f3,d489530e-c6f5-4f2d-89d5-220d465f62cd,d7f96826-6058-4c3e-b62d-fc47959bc9c0,d82a7411-9ffb-47a3-ab12-b153385b50b4,da5008ee-bfa3-418f-9f5c-1a690484e2d9,dab10a0e-fd6e-4bba-a65b-2ffb691a2a14,db9ab3db-8ddf-4d27-9018-3e8cb3eeaa93,e53c8be1-db61-4c32-aeb8-33efc3e71671,e5ead5be-a08e-4595-9a3c-dd02934e7534,ec7d4a5f-2745-4058-a0bd-a2e5d22d0a33,edda5930-fa83-4207-85ac-9176100b72f8,f15de1b0-ec61-4342-8166-e64101f1f7c1,fae90369-a2a6-4ff6-b0a1-744303eaca06,fb0cb462-2294-4e0f-b317-15564db7e222
TENM3,55.22439427312775,72.14794419970632,65.96714390602055,69.34765051395007,74.84434654919237,66.56993392070484,78.61857562408223,47.196953010279,104.25412995594714,71.24403450807635,77.33819750367107,78.60994860499265,53.582507342143906,42.856093979441994,80.62775330396475,51.01991556534508,61.36921806167401,62.79937591776799,46.32167767988253,60.58571953010279,90.0330396475771,63.63454478707783,71.43704111600587,72.80965491923642,65.69107929515418,65.20686490455213,56.426762114537446,62.57452276064611,68.44273127753304,46.554331864904555,60.81305066079295,64.59324522760646,67.02266886930984,55.71686857562408,81.52826725403818,46.53726138032305,36.6958516886931,45.98779368575624,62.61031571218796,40.063234214390604,66.87812041116005,51.62444933920705,71.4102422907489,104.63638032305433,79.42602790014685,44.16923641703377,58.19236417033774,75.91785976505139,69.72990088105728,70.4887114537445,51.60453377386197,61.31809838472834,43.3753671071953,52.79992657856094,72.12674375917769,60.952643171806166,70.54276798825256,67.44346549192365,74.28928046989721,71.40106461086637,56.726138032305435,43.178689427312776,59.256240822320116,56.84379588839941,63.18291116005874,71.35398311306902,74.7881791483113,79.41538179148311,71.37252202643172,68.72659691629956,75.34095080763583,60.659691629955944,59.37665198237885,164.09553964757708,60.27037444933921,67.63096549192365,63.469162995594715,47.11453744493392,49.935480910425845,109.52734948604993,55.80332232011747,69.85003671071954,67.86545521292217
SYNE2,53.600677593626955,42.6985166193572,41.54244116839117,34.52206757622928,54.68739126453622,53.44222140829594,51.57416903213991,79.50476146872997,62.48887464517901,53.41067667795989,79.33939199706987,65.3381558465342,38.31814852119769,45.725986631260874,78.45984799926747,50.584241369837926,53.00114458382932,55.976970973354085,47.02481457741965,66.3526233861368,91.03552788206208,69.22649024814578,74.04537130299423,72.86855599304093,64.56620272868786,71.92432011720538,79.95220217928761,66.85230290266459,56.68148521197693,48.63858621005402,69.66367548759271,56.78646644080212,58.51570369013827,46.823917223697464,58.208817873821076,42.111116198150356,59.52522662759821,70.39813203919056,61.35591978756524,69.87148612764399,70.87505722919147,53.912370662027286,50.0888197051552,147.14462961267284,63.2429264719348,48.18262979580624,47.31718707078107,66.04051826755791,75.14884168116473,73.48686017763941,52.68565149711565,45.842551048438786,42.000778317003935,49.34584744986723,75.27886640417545,51.332844977566154,75.24484937276806,43.814806336416076,41.64540792967677,59.327350975185425,47.137258492812016,43.090834172694805,42.389112718615515,71.9670359857156,69.63098617342735,66.02682904495926,80.17406830876294,73.3832524494094,77.37102829411226,50.361734273418186,59.58002930134603,64.3887922351433,36.83769801300247,166.47605530629065,76.597243842139,72.3329365442725,77.31874370478894,49.023715776943504,40.0625858437872,76.69956963648018,60.63460305832799,73.85335591978756,64.50755425327351
RP1L1,58.191897654584224,104.0319829424307,100.85187507838957,156.10560642167314,121.75053304904051,94.486391571554,163.73899410510472,106.94845102219992,315.09256239809355,63.997742380534305,106.26552113382667,102.12680295998996,184.75517371127555,48.25310422676533,107.42443245955099,79.41678163802834,100.56252351686943,92.97905430829049,94.17208077260754,88.75329236172081,97.19315188762072,87.39734102596262,89.09043020193153,85.67201806095572,79.18474852627618,127.43634767339772,76.59262510974538,94.17960617082655,90.18926376520757,100.13232158535055,97.14799949830679,119.60629624984323,102.03210836573436,109.54233036498181,123.21923993477988,68.19076884485138,101.15151135080897,92.16380283456667,98.50834064969271,96.6858146243572,91.12115891132572,98.53455412015552,80.88774614323341,248.6835570048915,136.76458045904928,111.07262009281324,145.208453530666,96.43107989464443,88.2361720807726,95.67741126301267,71.4781136335131,114.42443245955099,83.67916718926377,103.08528784648188,62.53154396086793,110.04728458547598,92.54283205819641,105.17609431832435,104.25862285212592,107.17759939796814,127.83293615953845,71.22751787282077,106.10033864291985,97.22475856014047,118.83782766838078,90.76470588235294,77.63727580584472,101.94544086291233,83.94569170951962,97.46757807600652,99.71077386178352,90.83995986454283,78.52753041515113,170.46619841966637,101.19152138467327,93.47497805092186,91.82127179229902,105.28784648187633,136.72118399598645,178.80446506960993,102.58622852125924,67.15163677411263,55.368368242819514
ANK3,63.100509659831694,68.27023823633994,45.030520327130496,53.690944648571765,54.96254592864762,78.67049899253288,54.184247955434394,49.241377266800995,80.01019319663388,56.27462368140334,78.83098257674528,75.12765200900795,41.05523290269053,63.50699300699301,83.4531231480384,48.39783098257674,62.14951997155387,67.33643475168898,46.758622733199005,66.88740073485836,60.01487495555292,69.79631385563589,73.01321559796136,76.22105013630437,71.45904942515112,71.88396349413298,77.41436529572123,77.16682470072301,72.7027972027972,75.66617281024061,66.42852909802062,56.973213227450515,72.2557781201849,69.39415669076686,56.63571174588124,56.707241910631744,60.0564774208842,69.70795306388527,81.42787720753823,74.96450160009482,71.69130022519853,76.06027023823634,66.50960056892261,106.81397416143179,70.99887400734859,50.205108450871165,48.070700485954724,45.50201493421832,75.44174469598198,47.81966338746,85.78475761526609,47.63221524238473,67.95270830864051,60.37774090316463,74.3225080004741,78.78866895816049,73.72608747185018,50.200960056892264,59.5189640867607,61.536031764845326,75.42621784994667,71.41501718620363,45.777231243332935,69.52832760459879,69.96864999407373,69.42882541187626,82.27414957923432,83.29495081189997,79.39907550077042,75.26354154320256,75.64993481095176,76.87501481569278,56.773971790920946,177.02631267038046,76.78855043261822,73.41792106198886,83.43238117814388,63.34834656868555,63.055410691003914,79.80372170202679,61.107028564655685,73.56690766860258,67.3658883489392
FLG2,126.45002192021043,226.84590092064883,114.35576501534415,130.73334064007014,137.64861902674267,162.77531784305128,135.14675580885577,181.2898947829899,226.2623849188952,147.09765453748355,183.7316966242876,201.62494519947393,107.20100832967996,139.17426567295047,187.18796580447173,172.5392371766769,151.87932924156073,127.1253836036826,147.7155852696186,155.45155633494082,166.72950460324418,158.3081981587023,174.17974572555897,168.71755808855764,162.31137658921526,167.53397632617273,188.43906181499344,180.02740026304252,169.0304690925033,268.0486628671635,205.99824638316528,146.7407935116177,197.6924594476107,213.56367821131082,133.07978956597984,96.65289346777729,195.218434896975,161.18939061814993,224.75493204734767,260.14357737834285,170.22413415168785,222.7346558526962,210.37132836475232,551.5971065322227,190.35160017536168,199.02794826830336,198.87308198158703,180.40629110039455,200.58143358176238,173.27060499780796,264.31104778605874,117.06444541867602,203.90870232354231,204.9402674265673,174.19815870232355,182.10160017536168,184.94859710653222,126.70780359491451,150.2825515124945,147.67393686979395,231.31356861025867,278.82869355545813,111.5886672512056,166.42766330556773,208.88316527838668,166.24736957474792,171.51589215256467,168.14719421306444,179.8903989478299,178.44530907496713,182.15629110039455,199.03222270933801,137.2331214379658,408.65355107409033,183.15563349408154,168.05984217448488,204.42284085927224,246.8331871985971,146.84798334064007,179.88294607628234,184.26928978518194,168.2617273125822,155.62965804471722
CACNA1E,43.074043603455365,88.36980666392431,57.40220074043604,63.18922254216372,82.34965034965035,54.53044014808721,84.73107774578362,63.268510900863845,163.07044426162074,64.41556972439325,62.11888111888112,68.59358288770053,92.70577951460304,42.74753187988482,60.19405594405595,64.45588235294117,61.84635952283011,68.65857671740025,50.18058412176059,51.934080625257096,54.90960510078157,49.99496092143151,53.743418346359526,57.99784039489922,54.180789798436855,52.75750719868367,43.72480460715755,57.09111476758535,52.25041135335253,35.99506375976964,79.79586589880708,64.45958453311394,47.284039489921845,89.65394899218428,90.95485396955985,48.465857671740025,62.63225010283834,49.61733854380913,72.20259152612094,85.51912793089264,53.81756478815302,78.23015220074043,78.11733854380913,190.1486013986014,75.84389140271493,61.54370629370629,100.21081859317154,62.06098313451255,62.3986013986014,55.26573426573427,77.56921020156314,63.04812834224599,93.81900452488688,67.90014397367338,56.35510078157137,59.20865898807075,60.311703002879476,60.774578362813656,62.939531057178115,56.390065816536406,95.56869600987248,83.03208556149733,61.37145207733443,53.073837926779106,73.60468942821883,57.64397367338544,53.244343891402714,64.19806663924311,54.761826408885234,56.54792266556972,58.649012751953926,64.2604895104895,50.62248046071576,123.77293294940354,58.700431921020154,53.92040312628548,60.163101604278076,63.12710818593172,74.54699712052653,98.1058206499383,59.75750719868367,56.762443438914026,54.42780748663102
PREX2,26.389209302325582,30.641767441860466,20.05646511627907,24.369953488372094,24.292744186046512,39.361023255813954,24.58660465116279,40.91060465116279,33.054139534883724,25.488372093023255,37.8473488372093,31.10353488372093,19.80920930232558,29.738976744186047,45.227348837209306,28.66706976744186,28.48586046511628,38.94176744186046,38.47348837209302,13.514418604651162,49.94279069767442,35.52753488372093,37.89841860465116,36.2313488372093,38.22576744186046,56.89376744186047,32.17227906976744,40.0673488372093,37.48948837209302,39.94046511627907,27.867069767441862,25.474232558139533,34.832093023255815,31.07320930232558,34.95060465116279,28.426976744186046,40.00130232558139,35.09423255813954,38.997488372093024,32.66390697674419,38.55553488372093,36.76595348837209,39.74018604651163,71.5333953488372,35.6213023255814,43.83711627906977,30.819627906976745,34.395348837209305,40.780093023255816,37.24306976744186,44.738418604651166,22.727348837209302,31.86139534883721,35.34288372093023,37.872651162790696,44.043627906976745,38.041767441860465,20.691627906976745,26.57525581395349,28.280372093023256,32.78241860465116,44.196558139534886,20.68939534883721,35.50213953488372,34.13386046511628,31.177674418604653,39.20623255813953,35.478697674418605,40.673488372093026,39.80279069767442,40.400837209302324,38.84846511627907,27.057860465116278,81.56818604651163,39.93060465116279,38.28018604651163,38.38455813953488,43.336837209302324,30.759255813953487,38.049302325581394,38.64204651162791,38.04976744186047,31.51879069767442
PTPRT,21.54757544390477,26.0296998168644,22.525041802691298,24.342304323592643,36.72083764630942,19.146906600844016,29.629110597977547,23.336571383071902,73.33537702046341,26.255275101520823,23.33266979855084,28.97420176765666,38.21944422326619,16.411736603232743,29.06648618520583,27.415319691058205,24.527510152082172,20.538100167210764,24.657775300581257,18.95819730870292,20.90293813201688,18.50011943626085,20.912094912015288,23.132813122063858,21.41492157018871,19.17748228362131,16.50011943626085,21.22454017039573,19.220160840831277,20.567162990683972,25.894577593757464,27.850704673939006,20.64662791623537,26.224301297874035,33.6632693685803,23.183772593359343,22.989569233219207,19.30416434429493,25.92961223027311,24.60578071502508,20.74185842821881,21.89991241340871,24.918385221753326,40.67131141014412,32.81559041324946,18.292857711601243,31.252169758738752,25.057807150250817,20.254956604825225,21.44382514531412,24.490564535392945,25.580619476072936,21.996974281391832,28.209331953180985,21.134883350585238,27.52878413886456,20.90206226610399,24.4057647901903,24.3861772434111,24.315152480293015,28.567799984075165,20.1981845688351,24.538657536428058,22.108288876502908,31.0297794410383,23.04339517477506,21.176765666056216,25.392547177323035,21.152878413886455,21.171510470578866,22.426148578708496,21.866629508718848,18.964806115136554,50.48204474878573,22.014173102954057,20.783740743689783,25.18894816466279,23.158929851102794,26.767895533083845,38.35791066167688,17.3563181781989,21.837088940202246,22.187435305358708
DCHS2,67.5870736086176,75.37466337522442,51.37971274685817,70.56878366247756,67.95960502692998,86.86647217235189,69.87511220825853,58.55285008976661,84.61187163375224,68.80374775583483,94.73608617594255,84.675381508079,43.8403276481149,54.46005385996409,99.18447037701975,55.0693447037702,66.11243267504489,78.31496858168761,56.88846499102334,80.13925044883304,103.37253141831239,83.71285906642728,91.77277827648115,87.50594703770197,88.1386894075404,89.74124775583483,73.03018402154399,81.42122980251347,86.81844703770197,93.574618491921,65.52569569120287,69.78826301615798,83.29331238779174,57.75302962298025,71.56036804308798,50.02109515260323,92.43996858168761,60.65002244165171,73.70578994614003,44.978456014362656,86.19142728904848,63.88094703770197,77.06788599640933,177.66707809694793,82.38330341113105,60.11198384201077,59.62118491921005,86.49831687612209,91.49899012567325,88.90293985637344,62.79443447037702,58.17571813285458,51.78691651705566,60.45780969479354,91.50953770197486,79.02760323159785,88.66079443447038,58.76795332136445,70.71757181328546,74.04937163375224,60.232271095152605,52.181889587073606,54.22262118491921,71.37118491921005,66.6495736086176,80.8532315978456,93.39373877917414,90.94658886894075,97.6677513464991,89.3879039497307,97.78399910233394,78.59021543985638,66.75549820466786,210.12365350089766,78.05913375224416,89.29151705565529,78.39328994614003,60.192437163375224,51.46903052064632,99.04106822262119,72.90170556552962,89.54443447037701,80.59032764811491
NALCN,46.69404517453799,57.196391903784104,47.208858902904076,45.34262246993253,53.11161630976826,66.27882076855383,47.59181578175418,69.0761220299208,72.70988559694925,48.830742153124085,53.10017600469346,55.84775594015841,31.75344675858023,49.42490466412438,54.41889117043121,60.336462305661485,53.26870049867996,47.174097975946026,38.287327662070986,53.97682604869463,65.63185684951598,60.22631270167204,63.21985919624523,61.388530360809625,64.26943385156937,47.40363743033148,51.100029334115575,65.45966559108243,46.50689351716046,43.477119389850394,59.905104136110296,51.85802288061015,50.636110296274566,41.26283367556468,34.74097975946025,48.468612496333236,52.62466999119977,59.360369609856264,65.23115283074215,58.06277500733353,60.30756820181872,45.23481959518921,56.0973892637137,125.38735699618657,62.098122616603106,41.874743326488705,42.77970079202112,61.18949838662364,65.71149897330595,63.11938985039601,56.45731886183631,42.60853622763274,56.438251686711645,42.284394250513344,63.623056614843065,85.12173657964212,62.53241419771194,41.20416544441185,49.98621296567909,48.01848049281314,41.01129363449692,75.83294221179231,39.93018480492813,50.91258433558228,64.44573188618364,56.46406570841889,55.354062775007336,61.92241126430038,38.33484892930478,69.80976826048695,67.66221765913758,63.12643003813435,46.09181578175418,142.96127896743914,54.63303021413904,50.13523027280728,54.02757406864183,71.68539161044295,58.26620709885597,48.74596655910824,52.528600762687006,62.67527134056908,56.701525374009975
COL12A1,52.87963831783673,56.42190565554892,45.790241405783505,48.17512582103557,48.43077710483664,71.2872131706901,48.492791947453725,72.46677471636953,72.63072592339844,47.676703915380024,72.10458073871875,52.84602917341977,29.709289431033014,53.12820950268703,68.57442634138019,38.72634991043248,51.38641985839802,49.078222298046576,41.31587477608121,58.848844152520684,55.41047513435127,62.290369359379,68.69623816429241,60.407318945662375,68.15601808410817,65.52682760385566,55.419431886035994,69.74810202166681,48.253945235861124,69.79271517529642,63.97389746651881,47.58184764991896,52.495606926554636,41.16719269811482,34.71457817964685,61.17248144672865,52.39895931075663,61.85745969461742,71.57945918280303,60.53757570587734,69.18843299496716,67.70075919133328,56.51386163951207,125.80679007080099,57.664420370212405,62.06687707924593,41.21265887571441,58.825897807728396,56.24242941226648,64.11217265205153,75.25300690949416,42.63038471381046,56.714236970058856,42.90275526742302,44.858227416190395,57.84705280218374,45.57220847905826,56.06227074980807,50.290284056982,52.233643265375754,41.76012965964344,56.27390599675851,39.49509511217265,54.18220591998635,63.18084108163439,56.60035827006739,68.6644203702124,34.53288407404248,71.33438539622964,69.08530239699735,55.955983963149365,67.63814723193721,46.40254201143052,145.06943615115586,70.86684295828712,65.57109954789729,81.7772754414399,75.89200716540135,35.645995052460975,50.07199522306577,53.93491427109102,44.958798942250276,35.59387528789559
ATM,44.04229101696205,40.86962805202708,21.27420704343196,37.790750741614055,27.969346619000532,53.17813949950559,26.69643264623108,55.6366471438351,25.10070738571537,28.7207727998783,42.03521715980832,37.605233133034154,21.31604168251312,31.93009812124439,53.46999315433179,26.692781623183997,36.04419259146573,58.38206434928121,44.08830911995132,45.304404046550545,43.572678177530996,49.53076747546969,52.47044953221267,47.71712177683121,49.62751958621739,39.244846733095,42.2669049973378,54.22643949189929,52.4586597702898,52.87419183083593,42.68563170305013,32.59047691488553,48.45637788088537,40.38678025405035,29.07431353160417,44.0780406176314,56.89678253593976,63.2761846809158,54.568266524682436,44.88849167110367,54.531299916330724,51.61101391952537,28.920285996805355,98.72472807484597,31.113029588499277,48.23777287594128,36.433787175781546,43.63672320681524,54.57123298090819,51.0529398341827,57.866585532821176,25.254126416673007,28.72830303491291,44.37248041378261,53.34654293755229,53.76869247737126,52.12854643644938,21.4353084353845,32.2107705179889,35.952993078268804,28.427321822469004,28.96622803681448,21.234273978854493,49.3790218300753,40.91245150985016,42.28751806495779,56.788164600289036,46.59572526051571,55.408914581273294,54.014832281128776,41.554423062295584,53.494333307979005,36.942268198068,112.01749448543394,45.76161862021754,51.70548414086864,39.84802616566517,59.07575872822697,24.939377804822392,56.61983722522248,54.1544839126797,52.11827793412946,42.26218909256865
CDH10,45.731820826061664,47.39586969168121,30.274869109947645,73.6477603257708,37.77865037812682,58.42146596858639,37.27865037812682,97.44677137870855,51.40750436300174,56.01279813845259,59.48545666084933,52.654159394997095,32.09104130308319,46.546538685282144,62.25101803374055,54.12187318208261,46.06020942408377,68.85514834205934,46.75538103548575,89.94648051192554,53.203315881326354,52.94589877835951,56.275159976730656,56.682955206515416,49.72076788830716,69.65008726003491,59.21465968586387,62.11169284467714,67.0892961023851,59.66375799883653,55.84962187318208,67.18877254217568,52.04217568353694,48.75683536940081,52.095113438045374,53.2434554973822,62.559918557300755,86.63234438627109,67.70360674810937,39.95666084933101,60.92262943571844,51.196916812100056,46.3804537521815,80.94211751018034,47.852530541012214,67.53723094822571,47.125945317044796,47.98400232693427,58.59104130308319,53.748109365910416,62.30453752181501,32.36271087841769,47.90750436300174,48.075334496800465,56.63787085514834,69.36765561372891,54.552937754508434,43.924665503199535,43.08347876672484,42.309482257126234,62.868528214077955,50.30715532286213,30.70418848167539,52.253635834787666,50.296974985456664,49.75858057009889,61.69953461314718,53.53577661431065,64.79435718440953,58.66870273414776,71.44648051192554,59.58580570098895,51.83449680046539,127.96684118673647,57.296974985456664,54.10674810936591,63.25450843513671,86.74927283304247,43.08580570098895,56.50087260034904,68.52792321116928,55.05410122164049,47.63089005235602
CDKN2A,15.57224958949097,6.3669950738916254,20.41871921182266,13.504105090311986,17.990968801313628,8.033661740558292,64.82348111658456,6.019704433497537,77.41707717569787,10.752052545155994,15.479474548440066,28.32183908045977,17.764367816091955,8.545155993431855,29.891625615763548,11.032840722495894,22.304597701149426,8.900656814449919,2.718390804597701,11.071428571428571,21.250410509031198,20.61247947454844,24.37766830870279,23.177339901477833,12.316912972085387,12.345648604269295,12.483579638752053,17.952380952380953,10.579638752052546,16.26847290640394,9.157635467980295,33.61740558292282,12.651888341543515,20.04351395730706,55.9080459770115,5.180623973727422,19.623973727422005,24.20935960591133,27.55993431855501,2.5673234811165844,18.34975369458128,8.829228243021346,37.78817733990148,19.42528735632184,18.021346469622333,22.36535303776683,36.71100164203612,13.307060755336618,24.60673234811166,6.885057471264368,6.318555008210181,34.27914614121511,20.017241379310345,8.346469622331691,19.38177339901478,12.623152709359607,20.298029556650246,41.004926108374384,12.026272577996716,31.301313628899837,12.069786535303777,17.311986863711002,35.56568144499179,17.885878489326764,16.689655172413794,26.967980295566502,13.197865353037766,3.3243021346469623,24.671592775041052,5.422824302134647,7.136288998357964,21.77093596059113,25.557471264367816,42.9376026272578,16.257799671592775,22.872742200328407,16.220032840722496,5.022988505747127,15.703612479474549,81.4039408866995,25.157635467980295,23.71510673234811,28.88341543513957
DNAH7,56.45441342585122,62.35718896240116,35.45401000484105,45.984508633209614,43.898579958044216,66.28416975956108,45.67088913990641,84.70017750524447,52.928191060190414,48.818944650637405,85.87017911892852,63.04921736324028,33.15725350976279,63.45231563659836,80.44852347910279,55.348233015975474,56.98160400193642,74.23729223817976,66.05373567855413,69.59302888494433,74.7259964498951,75.58036146522511,81.52460868162014,73.75423592060675,62.53969662740035,79.77811844440859,70.07842504437632,84.76254639341617,59.843311279651445,82.02234952396321,66.31499112473777,52.06148136194933,76.62796514442472,63.211957398741326,49.4429562691625,70.82806196546716,86.87429401323222,75.39511053735679,70.25359044699047,69.38066806519284,78.04550588994675,79.2327739228659,61.39035016943682,146.7252702920768,56.048571889624014,53.98757463288688,56.6478134581249,65.97329352912699,82.17040503469421,78.31345812489914,84.98539615943199,54.121349039857996,64.9371470066161,61.83177343876069,81.10037114732935,80.5589801516863,79.25108923672745,38.668549298047445,51.4444085847991,57.95780216233661,69.28392770695498,68.41762142972406,37.33976117476198,74.58132967564951,66.06422462481846,65.88195901242537,83.39252864289172,71.61594319832177,85.27844118121672,82.29264160077457,84.47022752944973,83.06269162497983,54.09714377924802,172.23995481684688,85.32217201871873,78.80764886235275,78.70082297886074,91.26222365660804,62.83887364853962,70.39954816846861,64.93408100693884,79.76916249798289,64.61255446183637
DNAH2,48.18335005015045,45.990304246071545,65.28786359077232,46.22581076563022,100.95319291206954,63.43918421932464,82.86258776328987,67.95713808090939,158.43102641257104,73.01089936476095,67.25690404546974,77.56235372785022,72.14343029087262,48.21230357739886,56.592243396857235,74.07636242059512,60.074289535272484,65.76937479103978,40.29535272484119,58.793179538615846,54.5794048813106,55.76696756937479,46.60809093948512,61.804012036108325,50.06633233032431,43.402407221664994,62.50565028418589,53.83751253761284,58.88331661651622,60.209829488465395,75.44560347709796,76.99872952189904,52.0589100635239,52.303176195252426,64.06446004680708,54.06004680708793,49.36683383483785,56.880441323971915,54.75954530257439,69.98796389167502,61.464058843196256,47.26104981611501,69.63483784687395,134.6301571380809,87.67194918087596,39.7609495152123,86.81745235707122,69.40387830157138,47.01825476429288,62.33707790036777,70.33293212972251,46.83804747576062,40.5283851554664,52.62213306586426,61.238448679371444,54.471815446339015,59.97184887997325,67.43851554663992,68.14062186559678,66.98268137746572,77.53513874958207,54.98067535941157,65.50150451354062,60.480106987629554,84.85108659311267,64.6811768639251,58.73935138749582,71.16783684386493,59.367769976596456,61.19210966232029,62.78555667001003,60.508324974924776,53.40247408893347,140.13092611166834,65.46579739217653,59.36696756937479,56.04266131728519,69.11166833834838,49.34764292878636,102.07729856235373,50.44433299899699,61.315412905382814,60.639585422935475
DMD,35.61070507308684,64.53747492118086,27.71116365720837,24.634780739466898,26.42798796216681,77.62546574949842,24.15462883347664,39.16910289481227,33.59859558612783,26.984164517053596,40.76934651762683,34.50157638291774,21.20005732301519,33.293923760389795,42.13621381484666,31.318286041845802,59.32079392376039,40.98502436228146,25.012037833190025,51.168028088277445,29.77414732014904,34.94453998280309,37.937661220980225,39.6140011464603,70.31298366294067,37.167956434508454,33.18443680137575,39.60647750071654,54.21789911149327,39.10117512181141,30.2140298079679,57.37367440527372,39.49240470048725,47.23695901404414,26.691530524505588,37.94382344511321,30.377472055030093,68.17985096016051,42.32000573230152,35.35146173688736,38.94038406420178,36.82616795643451,32.2798796216681,76.0463599885354,33.23602751504729,86.45227858985383,22.936371453138435,35.05051590713671,38.808827744339354,71.95636285468616,52.02472055030095,22.631484666093435,34.311049011177985,37.165161937517915,37.73602751504729,38.90950128976784,37.464889653195755,27.446331327027803,28.023215821152192,29.590713671539124,37.055388363427916,35.19282029234738,20.539552880481512,31.95492977930639,34.82229865290914,34.55846947549441,41.7292920607624,36.661006018916595,40.63392089423904,50.03969618801949,30.253797649756375,74.97764402407567,28.10389796503296,91.06971911722556,39.243121238177125,37.50594726282603,44.32709945543136,42.70106047578103,62.02242762969332,38.47176841501863,30.366437374605905,37.11744052737174,32.96152192605331
