,04b79e3e-70bd-4251-bc84-3c63215be8d1,06723dbf-d641-487a-aa5f-dd2be8e9b285,0a2b41db-856c-4ef9-99e1-e343b6b4b60e,0b1394da-3e8c-45d9-9e24-120ca96251ce,13959442-2d75-4cb9-8d9b-5237d4432011,13bb423e-3232-4409-8c7c-91bfbd688866,19494837-3460-4f6e-bb12-99acbaefed99,19a1ef7a-0f0a-490d-9286-e6f8a6441833,1d5255fa-7616-42a6-8a6b-63a76c98b36a,221a1c9a-c8d4-44e1-a808-ae6d5f23526d,23e63c6e-2cf3-4b4d-ad9b-55e9bcdb8424,2bb83c94-f797-496d-9b3c-1ba431f5a1ce,37373758-bb5b-4324-a1ed-c86bac68a5ba,39e8284e-0221-4226-a554-3437a3fd9a9b,41f6d13d-aaaa-4ef4-bdd3-5b2251173857,475f84ad-2584-450f-92d1-e10309d8073e,48ad6981-df11-4452-a37d-3397736fcdcf,4cfff5c0-73ee-485e-ba7e-321d0fd1cea2,4d6c7148-8362-4068-a43d-f56874fc2c23,4f3fbed7-15c3-4921-882a-4f89dc9082f6,585f7f4d-0ef8-42d3-bd41-0b5c29c9f323,58dc9321-1649-4884-a25b-a64c613cf428,5a89fdaa-f63b-4ea3-91be-7767148c68b5,5ae6c31e-eae4-4255-b559-56d901e00b1c,5b753f81-f887-4aaf-aedf-e989cba28514,5b85ea9f-c814-4545-a6f0-94f098b06db1,5c45b2be-7fdd-4665-9371-cda9cb99977e,5d8da7f2-8875-4cdb-8306-20cd4557cc62,5e769bda-726f-4216-8994-4e43809890b9,60165b6c-4a94-4d86-802b-fcff7afa83d4,60917047-08f1-4023-a1b8-89235364ec78,68045c4c-6858-4507-8054-549d42612069,68da9861-b87d-4451-ba26-26be8aaa362d,6a7108d7-bd17-4a58-9640-c9225431ce4c,6eb355bf-463b-4f35-ae49-23ef0418e227,76f510ec-2f9e-4469-acaa-fd0e97486954,7802fbcd-e56e-4fd8-9370-7da1b0d38a08,80b25efb-c216-4d42-aa40-3976ffe5ea47,83070457-32ee-445f-908f-9ebb68f27c59,84fc5eb0-7037-4df2-840f-6dcc4948fd8f,85e8cd6d-2c9f-4090-ba79-70b1ac1719ae,8d8666e3-9b09-49d4-9f0e-16ccc36b3454,964b182c-c84c-45c8-8af6-d81c5327a46c,99b3815a-1385-4845-85df-2d9733eb2846,9ae81312-0a0c-4961-9cb9-f9e3335c8a83,9dccbc01-402d-40c6-b21e-7457965b3151,9ecb6489-6c4c-499f-8afb-db1ef503d596,a01c376e-178a-4347-b435-932a492e67b0,a1b7a52c-a1d2-47c4-a7f2-2b4e3077ddce,a71f1add-ed27-4c38-8de1-7f3206e1e36b,ac059c90-c0aa-406e-97d3-14e81723c68d,b852b909-b990-4d0c-ae1b-e2af41a27d2c,b89eea94-b74b-4834-b152-620f125f282b,b9c04655-5c66-4a77-aa5f-4eb05d66cbdd,be124f8b-d356-43e8-b956-cc286d67519f,c322afe8-f04e-4e59-883b-9fa003ff8372,c390636e-aac7-4a13-86b6-ffe18c5cedf8,c46951bf-aee8-43b2-a91e-206af0e07863,c5859949-dee8-443a-a1a1-af1bf98671f8,c5daf469-11eb-41e8-9e38-15c39937cf04,c5e15197-cad3-48ab-9675-84e366a00ec2,c6bed926-1efb-4c0f-8725-58d96117ef12,c72bc3ce-d7b8-481f-98db-71871a7cb2f7,c778cd10-999f-4f9c-80a6-5296ae35ecf1,cfc23ae0-f005-48a6-8e96-6358fac98a73,d21e40b2-7d13-42a7-b720-529bcfd9c63f,d4adaa2a-8bb4-4563-8d79-417d26b51e91,d73cce86-7238-4db1-9a2b-154646f9641b,d8a41cb9-8142-47b9-b4f2-0e133dc073d9,deea1e04-9ddd-44ab-9d91-866a4f0fc237,e34ee008-15ab-4910-b114-b359574bd20b,e5a15476-6c18-4a78-82dd-15ae1a5f6f1b,e5c155f5-62b4-4083-86f9-f42540b4c653,e78fc967-8bea-468a-81b0-1fde52b961d0,e9dca749-85e2-4f8e-ae69-6181534af6ac,edba656c-4749-4c75-befc-968a47da8656,ef5564a3-4672-468e-b0c3-513fd6e70243,f6c60524-811d-4f7b-a481-a69671805189,f8aa6c65-41a0-4801-9de2-562bd09e8951,f8e1e0e9-ef30-4cd6-81aa-c29626a51e3c
PCDH11X,6.924283691033882,26.925482078657804,10.915132367360279,13.917311253949231,15.452663688854996,22.305153066782875,20.4897047608672,9.750081708247086,11.45429785379671,13.68863710643861,10.379344155136724,20.861967534589823,10.109706939753785,30.11221265933108,12.000653665976685,13.779932454515743,12.593637651160257,10.298507462686567,9.826342738860442,12.758143588626211,20.706612920797472,11.307985619348512,13.18509641573156,13.052075389475977,14.210153611504522,15.002287830918402,11.113955768602244,11.71325852489378,15.00098049896503,12.31506700076261,13.780804009151323,15.001307331953372,12.46453862076479,11.410175400370411,10.088898572829285,11.559102298725351,24.922213748774375,11.871554635581218,13.581544830591568,15.141627628281947,11.952500272360824,21.17670770236409,21.511602571086176,18.8072774812071,9.98747140211352,11.63438283037368,12.6705523477503,28.564876348186075,24.931582961106873,17.09565312125504,21.49329992373897,15.935504956966989,11.089443294476522,11.361150452118967,24.05240222246432,19.934742346660855,12.575117115154157,20.688854995097504,13.216036605294695,30.117224098485675,11.788756945201003,17.200239677524785,14.792678941061117,13.00370410720122,8.838435559429131,11.420960888985729,22.58187166357991,12.049460725569235,21.992809674256456,16.173221483821766,12.195119294040746,10.06177143479682,10.405272905545266,13.220067545484257,10.553328249264625,14.372371718052076,11.236953916548643,19.20928205686894,13.702908813596252,13.412136398300468
CDH10,65.0892961023851,91.22251308900523,50.75101803374055,62.57795229784759,77.19488074461897,60.14165212332752,50.57795229784759,49.86242001163467,61.24287376381617,59.06282722513089,56.00116346713205,57.94851657940663,69.99680046538685,52.16492146596859,55.17801047120419,52.81384525887144,59.16870273414776,53.49331006399069,47.76847004072135,51.045956951716114,50.66317626527051,57.72105875509017,64.61983711460151,61.76265270506108,68.81035485747528,57.56486329261198,55.75741710296684,59.032286212914485,78.8740546829552,63.43891797556719,73.35951134380454,76.04653868528214,53.318789994182666,59.97876672484002,50.789703315881326,61.36678301337987,61.3435136707388,62.81500872600349,64.69604421175102,77.61052937754508,65.13583478766725,53.0500290866783,51.445317044793484,48.85456660849331,47.92786503781268,58.2521815008726,58.62041884816754,72.24840023269343,63.20796974985457,44.76265270506108,51.84933100639907,82.48225712623618,53.72047702152414,58.352530541012214,73.1803374054683,51.86503781268179,62.302501454333914,54.981675392670155,69.25276323443863,72.28592204770216,58.76323443862711,41.32809773123909,76.4392088423502,65.68179173938336,44.41972076788831,57.13757998836533,54.96247818499128,59.105293775450846,52.782722513089006,50.90139616055846,52.081442699243745,47.49476439790576,57.103839441535776,70.17306573589296,49.45956951716114,71.79522978475858,57.72309482257126,50.061663757998836,56.6195462478185,70.30919139034322
RP1,77.83267605633803,90.51267605633802,68.11859154929577,62.35661971830986,106.64098591549296,109.47704225352113,48.17211267605634,47.275774647887324,91.7874647887324,163.18169014084506,85.05281690140845,58.93830985915493,91.22352112676056,71.28323943661972,53.705774647887324,96.00915492957746,70.72507042253521,49.305211267605635,45.89295774647887,109.45605633802816,111.19366197183099,55.18169014084507,96.67169014084507,61.42943661971831,73.91295774647887,91.76042253521126,91.17366197183098,105.00408450704225,77.71859154929578,118.11704225352112,67.86957746478873,223.25535211267606,110.16830985915493,60.0556338028169,55.109014084507045,61.47492957746479,67.12169014084508,97.07845070422535,186.34098591549295,147.56943661971832,63.170985915492956,51.18774647887324,51.662394366197184,50.581267605633805,50.19056338028169,53.30549295774648,65.4874647887324,69.43352112676057,93.0612676056338,85.8761971830986,50.86112676056338,107.32394366197182,57.774647887323944,149.31661971830985,70.73535211267605,48.85183098591549,78.89802816901408,53.774647887323944,70.00295774647887,75.78366197183098,139.96971830985916,59.37507042253521,107.42788732394366,144.32746478873239,63.25971830985915,80.17985915492957,84.90859154929578,135.4169014084507,137.0112676056338,46.19788732394366,146.3432394366197,49.290704225352115,62.19549295774648,131.16704225352112,59.6012676056338,67.73535211267605,93.52859154929577,68.46408450704226,124.07676056338028,236.79225352112675
ADAMTS12,51.56747207658992,71.30465010257579,40.080465010257576,46.45304308183269,62.16537497150672,48.06610439936175,39.49031228630043,39.52598586733531,45.420446774561206,50.016754046045136,43.44084795988147,49.50045589240939,57.4759516754046,38.3940050148165,44.29963528607249,43.501025757921134,47.26669705949396,43.05345338500114,39.95794392523364,40.23991338044222,42.65648506952359,45.74960109414178,50.443583314337815,53.393777068611804,55.62730795532254,43.74766355140187,45.333713243674495,47.69329838158195,61.66036015500342,49.68201504444951,54.64896284476863,54.82972418509232,43.93047640756782,47.66298153635742,42.725096877137,45.65283793024846,47.63072714839298,47.919876909049464,49.11043993617506,63.76829268292683,50.713699566902214,42.709368589012996,42.32459539548667,39.163893321176204,41.0502621381354,45.9602233872806,48.14212445862776,60.74276270800091,51.72635058126282,35.17027581490768,42.071689081376796,67.8540004558924,41.71335764759517,47.773877364941875,59.50079781171644,41.639047184864374,49.66081604741281,41.42865283793025,48.79655801230909,58.69329838158195,48.7062913152496,32.75450193754274,52.64702530202872,52.13015728288124,36.15979028949168,45.60633690449054,43.16617278322316,43.600866195577844,42.087645315705494,40.79051743788466,43.794734442671526,39.62149532710281,41.672327330749944,53.53897880100296,40.14725324823342,56.870184636425805,45.59995441075906,38.0264417597447,44.68543423751994,51.958399817643034
MYH8,105.8190696904486,149.73828836285384,120.4754179771561,110.82436682668433,129.03890084423108,96.85234232742923,83.50852507862936,84.73977818242012,105.82122165204436,107.30475086906141,84.91193511008112,98.53302433371958,153.11984770733324,85.413011090879,95.7713954643271,87.1921867240523,99.24366826684324,56.53170004966065,82.02499586161231,87.85664625062076,87.10627379572918,97.82320807813277,106.08574739281576,107.66876344975998,117.52938255255752,139.11471610660487,94.9827843072339,95.71461678530045,129.1519615957623,103.42310875682834,118.32461512994537,125.74209567952326,95.217348121172,101.3426585002483,86.13640125806985,95.57904320476742,108.45555371627214,103.67190862439993,107.76626386359874,130.19003476245655,107.08591292832313,86.50753186558516,87.44893229597749,83.58251945042211,82.80367488826353,96.24846879655686,99.63267670915411,124.84423108756829,106.95745737460685,145.9606025492468,86.55520609170667,134.234067207416,98.53666611488164,94.46383049164045,123.64509187220659,86.30888925674557,102.21569276609833,91.66876344975998,116.51415328587981,125.20526402913426,102.6730673729515,69.3790763118689,122.27809965237543,108.46449263366992,108.7055123323953,93.91822545936104,95.65767257076642,97.29101142195,87.81377255421287,82.89935441152127,53.15609998344645,79.68184075484191,96.7551729846052,115.53087237212382,83.8357887766926,116.48932295977487,101.98741930144016,82.76709154113557,94.30806157920874,111.16785300446946
SDK1,33.680773299990385,59.54804270462633,34.01452342021737,41.49581610079831,54.50976243147062,39.885736270077906,33.49677791670674,33.424930268346635,39.15985380398192,42.82110224103106,39.121669712417045,41.9458497643551,62.7694527267481,33.059824949504666,36.82696931807252,36.17216504760989,41.469750889679716,37.14773492353564,33.14908146580744,36.19524862941233,37.18726555737232,41.50254881215735,41.10791574492642,45.77503125901703,49.36885640088487,51.941233047994615,39.525343849187266,40.32740213523132,49.959315187073194,42.57362700779071,48.923727998461096,45.07309800904107,39.96912570933923,41.550254881215736,35.55737231893816,38.45878618832356,47.37943637587766,37.468115802635374,44.17976339328653,56.06934692699817,42.91439838414927,35.526113301914016,35.44070404924497,35.46301817832067,34.2617101086852,39.07925363085506,41.860151966913534,51.9250745407329,44.78416851014716,42.903241319611425,36.54736943349043,55.09204578243724,35.815908435125515,39.7568529383476,53.567952293930944,35.797826296046935,42.66509570068289,35.33384630181783,40.642685390016354,50.08521688948735,40.40348177358854,44.240261613927096,41.59834567663749,43.14850437626238,31.86726940463595,56.18370683851111,39.72030393382707,35.37231893815524,37.72636337405021,34.12647879195922,37.728575550639604,32.909974030970474,35.75598730403001,67.42012118880446,34.94498413003751,87.54342598826585,41.388669808598635,31.321919784553238,37.674040588631335,42.263633740502065
TNR,18.307514093752413,25.098694879913506,18.119314232759287,22.00687311761526,28.66344891497413,22.0447138775195,18.25994285272994,17.989111128272455,20.44644374082941,24.37246119391459,21.207274693026488,22.893891420186886,34.63479805390378,17.949725847555797,19.780523592555408,18.686153370916674,25.100393852807166,20.23592555409684,18.001235616649936,19.290601590856436,19.772337632249595,21.193065101552243,23.293845084562516,24.685381110510463,27.75310834813499,20.343655880762995,21.091512858135765,21.975364893041935,27.147424511545292,22.54552475094602,26.92007104795737,23.95181095065256,21.04927021391613,21.563441192370068,19.687388987566607,20.48536566530234,22.616727160398487,22.224264421963085,29.80299637037609,30.349988416093908,23.225191134450537,20.074523129199164,18.654336242180865,17.4183334620434,19.679203027260794,21.368754343964785,21.6385821298942,27.546914819677195,24.231678121862693,24.107344196463046,18.83991041779288,30.972893659742066,28.24457487064638,20.94169433933122,30.887945015059078,20.11977758900301,22.63093675187273,19.652173913043477,20.354313074368676,27.489999227739595,21.70322032589389,21.924936288516488,23.638350451772336,23.735346358792185,16.850027029114216,21.535485365665302,30.715267588230752,20.36906324812727,28.682832651169974,19.456637578191366,20.27986717121013,17.727314850567613,18.6212062707545,24.69094138543517,19.23824233531547,25.644837439184492,21.45702370839447,18.050428604525447,21.269055525523207,22.765618966715575
VCAN,66.50748514851485,92.54043564356435,49.97069306930693,61.19548514851485,77.63025742574257,59.8979801980198,50.58621782178218,53.14613861386139,58.032871287128714,62.38091089108911,57.99231683168317,63.07287128712871,71.67532673267327,51.55786138613861,57.032950495049505,54.1269702970297,60.18170297029703,54.40324752475247,47.025346534653465,51.39073267326733,51.79770297029703,59.00261386138614,66.85607920792079,62.61584158415842,72.52617821782178,56.889663366336634,57.3049504950495,58.91461386138614,79.74732673267327,63.1669702970297,72.21433663366336,77.47572277227722,56.122534653465344,62.76491089108911,54.80039603960396,59.34566336633663,63.89362376237624,64.53869306930693,62.17029702970297,78.03073267326732,68.67952475247525,53.993980198019806,52.35366336633663,26.60079207920792,50.01924752475247,56.49544554455446,59.45710891089109,74.62154455445544,64.53956435643565,46.733148514851486,54.21259405940594,79.61718811881188,53.382415841584155,58.46479207920792,75.68784158415842,52.1230099009901,62.01647524752475,55.87611881188119,66.46027722772277,77.9870099009901,59.61710891089109,43.52839603960396,75.83635643564357,65.82994059405941,45.157148514851485,57.05267326732673,30.485227722772276,56.740673267326734,52.74328712871287,51.512237623762374,53.96443564356436,48.504633663366334,55.39960396039604,70.62186138613862,50.659485148514854,74.63762376237624,55.52934653465346,49.21005940594059,58.550653465346535,69.6450693069307
UBR4,43.363070539419084,90.17867471394442,64.73701747768138,75.94517792028165,101.92939771155538,38.91487488997863,64.52829121086383,66.77794542939772,40.02898277379605,83.19244310323148,46.06004023638879,41.9060731799321,63.995410536904316,65.28511253614988,72.45938639507104,66.9526593738212,78.51477429900666,69.71576763485477,63.01219665535018,64.64063875267195,69.3681000880171,76.1005281026028,49.72928454671193,86.71916258015843,94.94165723626304,71.36797434930214,73.45963787250095,75.66647805859424,98.98887212372689,82.06217779454293,49.16918144096567,92.71979127373318,75.45787753049164,80.82019363762102,71.5189865459575,74.88972714698856,68.20074185841821,78.90443857663774,60.624921413303156,104.78146611341631,83.9053187476424,47.919841569219166,69.26097070287942,32.70124481327801,68.48365396705645,40.86979756066893,77.28655853137181,97.69910725512385,43.5101219665535,59.13252860555765,68.06620143342136,56.11699987426128,68.21036087011191,75.57066515780208,99.18577895133912,68.3992204199673,42.361624544197156,68.86275619263171,77.58713692946058,52.140764491386896,40.639884320382244,56.214258770275364,45.053061737709044,53.609141204576886,59.53734439834025,75.33609958506224,37.349176411417076,71.15805356469257,38.47793285552622,67.52389035584056,69.63806110901547,62.53916760970703,66.94366905570224,89.02181566704388,65.04036212749905,91.73387400980762,39.500691562932225,61.81717590846222,75.14139318496164,85.75719854143091
IDH1,35.54785894206549,67.51007556675063,46.08648194794291,45.03022670025189,59.58942065491184,45.78631402183039,36.238455079764904,36.93157010915197,43.54869857262804,47.08606213266163,39.7103274559194,44.34424853064652,53.35600335852225,38.14063811922754,41.928631402183036,36.04534005037783,40.62384550797649,39.81528127623846,32.68513853904282,39.07976490344249,38.546179680940384,27.146515533165406,48.630982367758186,48.9471032745592,53.46599496221663,49.900083963056254,55.52225020990764,45.907640638119226,56.7544080604534,47.01343408900084,51.84298908480269,55.03106633081444,42.56381192275399,45.7103274559194,41.50461796809404,44.74139378673384,47.939546599496225,47.19143576826197,43.9256926952141,59.04659949622166,47.604534005037785,40.7367758186398,38.642317380352644,35.322418136020154,37.72334172963896,43.427791771620484,43.712846347607055,52.123425692695214,45.345507976490346,67.60957178841309,41.41603694374475,63.238455079764904,40.833333333333336,42.083543240973974,58.68933669185559,39.1448362720403,44.85852225020991,39.44794290512175,47.115449202350966,55.96557514693535,42.680940386230056,31.845927791771622,53.67464315701091,46.89126784214945,46.73215785054576,42.65533165407221,39.499580184718724,41.50671704450042,37.49580184718724,39.36356003358522,39.89714525608732,37.91351805205709,38.522670025188916,49.41267842149454,38.477329974811084,52.130142737195634,41.96557514693535,68.04659949622166,44.82703610411419,49.06129303106633
EYS,12.012749079233167,13.228066861837757,6.048257625838134,17.539899896118612,8.466899612805742,5.251865143073,8.718292567758995,9.451695155349892,10.310699782793465,7.280196430257814,9.833978657096987,11.753328926244215,12.086788176409481,13.127679667579564,10.395976957219757,5.997922372273114,10.053829445651147,9.553310038719426,9.204929643970157,9.066484087260365,9.004249693077723,11.175087354802153,11.731797147983757,11.339975446217773,12.83955047691,11.234394182642365,12.477193313816224,10.577580508074417,15.350646897724053,16.22768911134196,13.521673434696384,8.689205779582586,9.897062989895174,11.060723392199453,9.798847860987818,10.728302955897629,13.277174426291435,12.443667957314194,11.86419869676079,13.827651336292378,11.884597223533856,9.593351591273963,10.239304939087733,9.627726886391539,13.500613844555671,10.664557559731797,10.31901029370101,13.410331476060062,11.509207668335065,13.30682784021154,10.100292756634243,14.435640759278497,5.888280290867882,6.669090565681367,12.4735102464822,9.381528000755502,5.863065445273397,9.57871375956181,12.858815752195675,13.377278307677779,6.251581830201152,11.45178959297384,14.763150439134952,11.868070639342713,8.213617905373502,9.787420908489942,10.792709415431109,5.793748229294551,8.591462838794977,8.727169704410237,5.614316743790726,8.399943337425631,11.1832089904618,7.116441590329587,9.188403059779017,12.890924544338464,10.46699405042969,8.965058079138728,10.912267447351025,7.644064595334782
WDFY3,52.394469011019865,72.24124377061838,52.30932827963782,62.40148803256826,79.19126833719379,74.62707938513371,53.00891415736646,53.33705341475398,57.97122201165158,67.09566926370464,55.755527479469364,62.093633747455605,49.68245946515056,78.09173861163754,58.44823471608058,54.02035516249035,60.83400014038043,54.35698743595143,49.09644135607496,53.43974170000702,30.781778620060365,60.7781287288552,65.8223485646101,65.9588685337264,72.56348704990525,56.768723239980346,58.02695304274584,61.134975784375655,79.99466554362321,65.41222713553731,74.29472871481715,79.6673685688215,58.99424440233032,63.9947357338387,57.39489015231277,62.398890994595355,66.23927844458483,66.92882712149927,61.63213308064856,81.54116656138135,68.16010388151892,52.90889310030182,54.40036498912052,48.11707727942725,53.06864603074332,58.35747876745982,60.785007369972625,75.55022109917877,66.71902856741771,68.39889099459535,55.357268196813365,82.22839896118481,55.62020074401629,57.391170070892116,76.88418614445146,53.29529023654103,32.28967501930231,57.27577735663648,65.25071944970871,77.41966729837861,32.05313399312136,45.4454972976767,79.75861584895065,68.08471959008914,45.15231276760019,58.81785639081912,52.98048712009546,60.50880887204324,53.69340913876606,53.611918298589174,81.474836807749,51.77335579420229,55.45483259633607,71.78248052221521,52.263002737418404,72.05081771601039,56.71144802414543,49.540113708149086,61.54657120797361,71.44367235207412
RNF213,41.06763239135597,59.314509617668016,45.671764426502016,40.907432913797194,51.98109712657326,38.94357634766089,32.68230824032296,33.48952742816433,37.94305390643552,42.89223462360484,37.74086915222038,41.78014723343624,61.39297079078604,32.33972928045595,36.43984801709808,34.86321538826882,39.542104013298506,35.90353835193541,32.786748990738545,34.36670624554738,36.4020422702446,39.20071241985276,40.517216813108526,43.689147470909525,48.509855141296605,49.60626929470435,37.19187841367846,39.335597245309906,50.510187603894565,41.50852529090477,46.96566136309665,45.09850391830919,38.23785324151033,40.54580859653289,37.976680123486105,55.31503205889337,42.346331037758254,38.66953217763002,43.699073854191404,54.732130135359775,41.768463547850864,35.67850866777488,34.303110900023746,33.6473996675374,34.13146521016386,37.44606981714557,40.40607931607694,51.37345048682023,43.495701733554974,54.59159344573735,50.80945143671337,55.87698883875564,53.256138684398,38.74960816908098,95.53227261933033,34.749418190453575,40.83486107812871,35.671954405129426,41.06141059130848,49.04473996675374,38.32001899786274,28.977962479221087,41.92514842080266,43.042032771313224,44.12847304678224,37.12662075516504,38.76219425314652,36.028639278081215,36.69717406791736,33.24863452861553,34.70363334124911,31.905200664925196,51.71731180242223,45.327903110900024,33.00968890999763,45.726145808596534,39.79216338161957,46.43329375445263,37.756352410353834,43.928378057468535
BAI3,63.1089850249584,65.94841930116472,28.8414309484193,78.69400998336107,42.53011647254576,29.755740432612313,46.2648918469218,45.714475873544096,37.43594009983361,38.249417637271215,48.978369384359404,56.69301164725458,65.58885191347754,73.54908485856905,53.62712146422629,29.536272878535772,47.87886855241265,49.52462562396007,45.20299500831947,49.866888519134775,47.889184692179704,54.57154742096506,59.68452579034942,57.616805324459236,65.27321131447587,51.800166389351084,46.536439267886855,54.84675540765391,70.5865224625624,81.62296173044925,68.49034941763728,40.72379367720466,47.717138103161396,56.631946755407654,50.974376039933446,54.63943427620632,66.47321131447588,61.224625623960065,54.76372712146423,73.30798668885191,60.81763727121464,48.56955074875208,48.65374376039934,42.03826955074875,69.00831946755407,51.81164725457571,50.84425956738769,69.48801996672213,61.2342762063228,64.15257903494177,49.26605657237937,74.48968386023294,26.84026622296173,34.90732113144759,66.44891846921797,47.943594009983364,29.23826955074875,50.12279534109817,61.63494176372712,69.10232945091514,30.494176372712147,58.04059900166389,70.82362728785358,60.32811980033278,41.27221297836938,50.555241264559065,48.512978369384356,29.02595673876872,49.54459234608985,45.83760399334442,28.258236272878534,45.9036605657238,48.08618968386023,34.14459234608985,46.98901830282862,66.44808652246256,50.61880199667221,45.17371048252912,52.693677204658904,36.7973377703827
PIK3CA,14.41493456505004,21.318266798636312,17.06026613878808,25.60673045199604,19.36830528978335,13.0,10.772022434839986,21.977565160013196,13.777191246013416,13.72385351369185,11.35136918508743,13.017266028813372,20.708017156054108,20.829649180688442,22.021774991751897,13.918288793577478,24.727372704278014,21.762674584845485,20.22533817222039,13.36731551743099,12.398108435059937,25.22159903222259,16.71593533487298,25.75013746838227,16.02540415704388,16.383481799186185,23.32167601451666,16.30111074452876,18.571428571428573,25.400417903882108,16.58088639612889,19.406686462113715,13.239744858682503,25.203343231056856,22.064005278785878,25.066204772902232,23.015286484108653,18.15990322225888,14.48872759265369,15.935004948861762,27.940063785329375,12.575497635543824,21.80996370834708,19.310018695699988,20.05641702408446,23.740019795447047,18.015726382931927,29.78510942483229,14.570768723193666,29.200593863411417,24.93742439238975,29.008138128230506,24.40591663917299,14.152095018145827,30.389310458594522,20.300890795117123,24.838777081271306,23.723083690751128,30.318266798636312,31.671835477840098,13.397228637413395,17.797646541295503,16.729682173100187,15.786539096007917,18.75354668426262,12.817771912460135,11.80952380952381,13.975145716485208,12.188056746948202,20.50368415264489,11.711426371934454,19.440998570328823,23.27625646101397,22.668206312548115,16.357087869789947,30.2266578686902,12.103266248762784,19.827999560101176,13.4252721873969,17.489717365006047
ZNF536,47.9793731041456,66.07502527805865,48.94256825075834,60.015369059656216,75.89039433771487,60.25925176946411,49.138928210313445,50.5953488372093,57.172699696663294,62.30940343781597,58.47644084934277,59.94762386248736,67.96400404448939,47.04428715874621,51.659656218402425,54.92335692618807,58.29403437815976,53.06996966632963,50.13569261880688,51.1830131445905,53.680283114256824,62.6216380182002,58.2149646107179,62.70374115267948,72.32396359959556,57.73508594539939,53.75065722952477,57.7164812942366,72.22851365015167,58.25136501516683,69.01617795753286,64.99575328614762,58.624873609706775,60.241456016177956,51.13953488372093,54.4366026289181,57.499292214357936,55.32841253791709,62.549241658240646,79.61678463094034,62.56926188068756,53.674418604651166,50.86167846309404,52.556319514661276,49.96420626895854,56.40303336703741,59.44448938321537,75.34701718907988,63.641456016177955,42.68008088978767,51.02972699696663,80.3417593528817,49.80202224469161,55.78038422649141,76.36279069767441,50.10394337714863,51.67462082912032,52.73933265925177,58.99474216380182,73.16218402426694,58.135490394337715,60.62891809908999,58.520930232558136,60.9201213346815,46.15328614762386,56.54721941354904,60.00707785642063,52.30010111223458,54.594135490394336,51.546208291203236,52.59231547017189,47.4845298281092,53.63154701718908,65.33265925176947,49.207077856420625,70.43963599595551,61.930637007077856,47.4535894843276,51.68109201213347,61.84509605662285
PCDH15,51.88747081712062,76.82630350194553,54.28591439688716,63.568093385214006,81.12373540856031,63.11642023346303,53.782412451361864,55.78645914396887,62.08622568093385,65.20607003891051,59.280622568093385,64.8904280155642,51.077976653696496,54.00560311284047,61.97400778210117,53.97743190661478,63.331050583657586,52.99891050583658,52.87237354085603,53.29774319066148,53.653852140077824,62.25058365758755,68.68124513618677,66.20498054474709,73.07408560311283,58.19175097276265,59.07299610894942,63.03501945525292,82.33307392996109,67.40015564202335,75.54443579766537,82.8423346303502,57.701011673151754,63.980856031128404,56.0947859922179,62.61400778210117,71.0611673151751,70.50568093385213,64.90988326848249,83.37214007782102,69.45276264591439,54.38692607003891,55.37696498054475,49.04466926070039,53.76171206225681,61.20684824902724,64.12793774319066,75.90132295719845,67.72762645914396,71.44762645914398,54.94007782101167,84.85821011673151,57.94287937743191,60.28217898832685,77.32575875486381,53.95035019455253,64.0675486381323,58.44529182879378,65.871906614786,78.15891050583657,64.98381322957198,45.71922178988327,80.72311284046692,68.88373540856031,46.12498054474708,57.955019455252916,57.58007782101167,64.05571984435798,54.76669260700389,51.563891050583656,57.40669260700389,52.72513618677043,57.435175097276264,72.43284046692607,52.82101167315175,77.71922178988326,56.74070038910506,53.57852140077821,60.81867704280155,72.03688715953308
TENM1,22.710368932038836,86.55130097087378,31.777009708737864,40.292893203883494,49.01211650485437,72.36955339805826,63.196970873786405,32.77436893203883,35.45133980582524,43.68264077669903,36.59992233009709,38.999922330097085,31.336077669902913,95.97763106796117,34.68279611650485,41.77755339805825,37.161320388349516,34.223145631067965,32.271223300970874,40.14796116504854,66.84792233009709,37.63363106796117,41.22089320388349,44.43790291262136,45.35044660194175,47.67821359223301,35.981436893203885,37.24504854368932,48.78749514563107,40.73258252427185,45.827029126213596,48.07044660194175,38.89778640776699,39.11456310679612,34.393009708737864,37.667184466019414,76.24768932038835,38.84916504854369,40.9458640776699,50.93234951456311,41.28908737864078,63.90368932038835,67.59953398058252,58.951533980582525,33.53001941747573,36.78718446601942,36.57219417475728,91.89902912621359,82.1311067961165,54.27790291262136,67.8153786407767,50.919456310679614,32.11293203883495,36.059339805825246,76.63751456310679,66.89568932038834,39.27603883495146,69.91588349514564,40.57499029126214,96.47060194174757,38.620116504854366,54.35697087378641,48.05801941747573,42.47945631067961,28.312699029126215,36.49506796116505,66.0756504854369,35.396194174757284,64.19285436893203,53.43557281553398,35.769941747572815,30.548038834951456,32.911922330097084,43.074873786407764,31.150135922330097,43.334058252427184,34.08970873786408,59.06757281553398,40.765592233009706,44.49281553398058
