#hg38.knownCanonical.chrom	hg38.knownCanonical.chromStart	hg38.knownCanonical.chromEnd	hg38.kgXref.kgID	hg38.kgXref.geneSymbol
chr3	155024123	155180849	uc010hvr.2	MME
chr3	98087172	98088102	uc011bgs.2	OR5AC2
chr3	11137092	11260775	uc010hdr.4	HRH1
chr3	44712642	44723829	uc011bab.3	ZNF502
chr3	108043298	108091025	uc003dwv.2	CD47
chr3	122412331	122416051	uc003efa.2	WDR5B
chr3	186641554	186743813	uc062rch.1	RP11-573D15.8
chr3	31981773	31991628	uc011axg.3	ZNF860
chr3	157259741	157503427	uc003fbk.3	VEPH1
chr3	11272415	11557665	uc003bwc.4	ATG7
chr3	178536204	178843141	uc062qdk.1	KCNMB2
chr3	126607051	126655155	uc003ejd.3	TXNRD3
chr3	23892063	23946591	uc003cck.4	NKIRAS1
chr3	98282887	98283832	uc003dsj.1	OR5H2
chr3	151733926	151757766	uc003ezc.4	AADACL2
chr3	156826306	157046129	uc021xgh.1	LEKR1
chr3	49029706	49094363	uc003cvv.4	QRICH1
chr3	190428654	190449876	uc003fsj.4	TMEM207
chr3	187698258	187702557	uc003fro.1	RTP2
chr3	187197089	187207629	uc032smz.1	RP11-208N14.4
chr3	131381773	131388830	uc003eog.3	NUDT16
chr3	37399161	37435497	uc062ida.1	C3orf35
chr3	58633945	58666848	uc003dkq.4	FAM3D
chr3	128571999	128576086	uc003ekq.4	LINC01565
chr3	151873642	151884619	uc003ezf.3	SUCNR1
chr3	193593143	193697811	uc003fti.3	OPA1
chr3	150603287	150630435	uc021xfp.2	SELT
chr3	108589681	108694846	uc003dxd.4	DZIP3
chr3	160404744	160404825	uc003fdk.3	MIR16-2
chr3	49020147	49020234	uc011bcb.1	MIR425
chr3	37969403	37969480	uc011ayg.2	MIR26A1
chr3	52268266	52268377	uc011bee.3	MIRLET7G
chr3	96608813	96608917	uc062ltx.1	RNU6-1094P
chr3	197894506	197894613	uc062sgi.1	RNU6-858P
chr3	142673596	142673904	uc062opj.1	RN7SKP25
chr3	125119096	125119200	uc062ngx.1	RNU6-230P
chr3	183453813	183453944	uc062qoq.1	SNORA63
chr3	72576690	72576854	uc062lnf.1	RNU1-62P
chr3	48288586	48288694	uc062jgd.1	Y_RNA
chr3	170994869	170995033	uc021xhg.1	RNU1-70P
chr3	38303772	38303879	uc062igh.1	RNU6-235P
chr3	77092056	77092163	uc021xau.1	RNU6-386P
chr3	170149844	170149951	uc062pwm.1	RNU6-315P
chr3	49270131	49270239	uc062jsj.1	Y_RNA
chr3	20268964	20269070	uc062hlf.1	RNU6-822P
chr3	47931807	47931914	uc062jfp.1	Y_RNA
chr3	37140326	37140430	uc021wve.1	RNU6-1301P
chr3	14394647	14394757	uc062gzp.1	RNA5SP124
chr3	175397246	175397348	uc062qbj.1	RNU6-1233P
chr3	146571476	146571583	uc062otm.1	RNU6-428P
chr3	8931505	8931631	uc062ghw.1	SNORA17
chr3	181822871	181822990	uc062qkv.1	RNA5SP150
chr3	178007671	178007779	uc021xhs.1	RNU6-1120P
chr3	40498890	40499003	uc062ilw.1	RNU5B-2P
chr3	30304319	30304536	uc062hta.1	ACEA_U3
chr3	180581056	180581163	uc062qgy.1	RNU6-486P
chr3	151188098	151188223	uc021xfx.1	RNA5SP145
chr3	165122712	165122823	uc062pra.1	Y_RNA
chr3	12511094	12511213	uc062gvj.1	RNA5SP123
chr3	170244781	170244881	uc021xhf.3	Y_RNA
chr3	153607376	153607479	uc062pdk.1	Y_RNA
chr3	192729554	192729716	uc062rlr.1	RNU1-20P
chr3	64071806	64072019	uc062lfn.1	U3
chr3	56185103	56185222	uc021wzq.1	RNA5SP133
chr3	177624281	177624409	uc062qcu.1	SNORA18
chr3	186787299	186787431	uc010hyw.2	SNORA63
chr3	172771276	172771405	uc062qai.1	SNORA72
chr3	106688677	106688779	uc062mdi.1	Y_RNA
chr3	93977028	93977135	uc062ltb.1	RNU6-511P
chr3	116965111	116965227	uc062msf.1	RNU5E-8P
chr3	56072103	56072407	uc062kuo.1	RN7SKP45
chr3	141902923	141903030	uc062omt.1	RNU6-509P
chr3	186786322	186786445	uc062rex.1	SNORA63
chr3	136430083	136430183	uc062ods.1	RNU6-1284P
chr3	38014567	38014669	uc062iev.1	Y_RNA
chr3	106515896	106515998	uc062mdh.1	Y_RNA
chr3	179097730	179097840	uc062qdw.1	Y_RNA
chr3	87742542	87742649	uc062lsh.1	RNU6-873P
chr3	177126016	177126120	uc062qco.1	RNU6-681P
chr3	149094352	149094462	uc062owb.1	Y_RNA
chr3	27513870	27514032	uc062hqv.1	RNU1-96P
chr3	102755063	102755170	uc062mcr.1	RNU6-461P
chr3	101662059	101662164	uc062mbn.1	RNY1P12
chr3	15339748	15339855	uc062hcb.1	RNU6-454P
chr3	10037551	10037655	uc062gqt.1	RNU6-670P
chr3	127963607	127963724	uc021xdi.1	RNA5SP139
chr3	152449271	152449384	uc062pcy.1	Y_RNA
chr3	183451856	183451988	uc062qoo.1	SNORA63
chr3	127240967	127241074	uc062nlp.1	RNU6-1047P
chr3	49467114	49467228	uc062juj.1	RNA5SP130
chr3	36685039	36685369	uc062iau.1	RN7SKP227
chr3	137518133	137518255	uc021xeo.1	RNA5SP142
chr3	93967925	93968020	uc062lta.1	Y_RNA
chr3	170057300	170057429	uc062pvy.1	RNU4-38P
chr3	177120690	177120800	uc062qcn.1	Y_RNA
chr3	133710075	133710167	uc021xeg.1	RNA5SP140
chr3	154007366	154007502	uc062pdn.1	U8
chr3	86125215	86125287	uc062lrr.1	snoZ40
chr3	134783435	134783555	uc062ocg.1	RNA5SP141
chr3	110727020	110727121	uc062mia.1	Y_RNA
chr3	196708858	196708964	uc062sca.1	RNU6-646P
chr3	175767557	175767661	uc062qbk.1	RNU6-1317P
chr3	172796428	172796558	uc062qaj.1	RNU4-4P
chr3	101647420	101647522	uc032rvi.2	Y_RNA
chr3	19996802	19996925	uc062hkw.1	RNU4-85P
chr3	131092820	131092927	uc062nvr.1	RNU6-726P
chr3	101458529	101458626	uc062mbc.1	Y_RNA
chr3	39970124	39970266	uc062ikr.1	RNU4-56P
chr3	51694464	51694582	uc032rnr.2	RNA5SP132
chr3	139584104	139584445	uc062ojp.1	RN7SKP124
chr3	197994600	197994709	uc062she.1	RNU6-621P
chr3	45903186	45903298	uc062izc.1	Y_RNA
chr3	100952626	100952733	uc021xbu.1	RNU6-865P
chr3	175609478	175609613	uc021xhr.2	RNU4-91P
chr3	32037525	32037653	uc062hul.1	SNORA25
chr3	25025006	25025126	uc021wuf.1	RNA5SP125
chr3	157153547	157153640	uc032she.2	Y_RNA
chr3	125516978	125517086	uc062nhm.1	Y_RNA
chr3	180542700	180542836	uc062qgw.1	U8
chr3	180161885	180161977	uc062qgt.1	RNA5SP149
chr3	133551185	133551315	uc062nyy.1	SNORA33
chr3	191641134	191641237	uc021xiu.1	Y_RNA
chr3	103159959	103160124	uc062mcs.1	RNU1-43P
chr3	179169082	179169210	uc062qdz.1	SNORA25
chr3	25352283	25352392	uc062hoo.1	RNA5SP126
chr3	38125291	38125394	uc062ifk.1	Y_RNA
chr3	126564564	126564678	uc062nkz.1	RNA5SP138
chr3	66003838	66003940	uc062lhq.1	Y_RNA
chr3	142420204	142420369	uc062oom.1	RNU1-100P
chr3	33491982	33492098	uc021wuz.1	RNA5SP128
chr3	101955076	101955185	uc062mcm.1	Y_RNA
chr3	45255408	45255620	uc062ixg.1	U3
chr3	50419780	50419899	uc021wyq.1	RNA5SP131
chr3	39411053	39411206	uc062ikd.1	SNORA62
chr3	108574564	108574698	uc062mgr.1	SNORA70
chr3	122025194	122025304	uc062mzk.1	Y_RNA
chr3	129818931	129819033	uc062nsy.1	RNY3P13
chr3	57536251	57536358	uc062kxe.1	RNU6-108P
chr3	183258299	183258416	uc062qod.1	RNA5SP151
chr3	40238607	40238741	uc021wwg.1	SNORA64
chr3	29526250	29642792	uc062hsm.1	RBMS3-AS2
chr3	129847047	129847957	uc062ntd.1	RP11-332M2.1
chr3	177294441	177323418	uc032skk.2	LINC00501
chr3	190852877	190862615	uc011bsl.2	GMNC
chr3	180983708	180989773	uc003fkt.4	DNAJC19
chr3	149761104	149792823	uc003exl.4	ANKUB1
chr3	139005467	139006268	uc011bms.3	PRR23A
chr3	138947233	138953451	uc003esx.2	FOXL2NB
chr3	130560333	130678155	uc010htl.4	COL6A6
chr3	129318105	129326225	uc062nqu.1	H1FX-AS1
chr3	126571788	126572636	uc062nlb.1	TXNRD3NB
chr3	123491553	123585185	uc003egj.3	HACD2
chr3	113362864	113441610	uc003eae.3	CFAP44
chr3	112815708	112845950	uc003dzi.1	CD200R1L
chr3	110888383	110893212	uc062mib.1	RP11-553A10.1
chr3	100401192	100456319	uc003dtx.5	LNP1
chr3	98390665	98391631	uc011bgw.2	OR5K3
chr3	86937968	86991107	uc003dqn.4	VGLL3
chr3	46712116	46812574	uc021wxe.4	PRSS50
chr3	42934251	42936785	uc062ist.1	KRBOX1-AS1
chr3	32818017	32897826	uc003cff.4	TRIM71
chr3	28349148	28525145	uc003ceh.4	ZCWPW2
chr3	15667235	15859771	uc003caj.3	ANKRD28
chr3	15450132	15521751	uc003bzx.3	COLQ
chr3	15381274	15427518	uc062hcc.1	METTL6
chr3	10006417	10011095	uc003bur.2	AC022007.5
chr3	9349688	9396654	uc003brm.3	THUMPD3-AS1
chr3	195214786	195214893	uc062rqn.1	RNU6-25P
chr3	142145453	142145555	uc062onr.1	RNU6-425P
chr3	196393709	196393812	uc062sbk.1	RNU6-1279P
chr3	37093132	37093234	uc062icd.1	Y_RNA
chr3	39025986	39026093	uc062iht.1	RNU6-1227P
chr3	98804977	98805084	uc032rum.1	RNU6-26P
chr3	120210319	120210421	uc032rys.2	Y_RNA
chr3	23273806	23273910	uc032rhh.2	Y_RNA
chr3	66293113	66293220	uc062lhv.1	RNU6-787P
chr3	39408388	39408539	uc062ikb.1	SNORA6
chr3	169720186	169720293	uc062pup.1	RNU6-637P
chr3	20507643	20507756	uc062hli.1	RNU6-815P
chr3	57548837	57548945	uc062kxf.1	RNU6-483P
chr3	117544204	117544311	uc062msg.1	RNU6-1200P
chr3	77811740	77811844	uc062lpy.1	RNU6-217P
chr3	196784979	196785086	uc032spb.1	RNU6-42P
chr3	57512449	57512555	uc062kxd.1	RNU6-1181P
chr3	15433109	15433216	uc062hck.1	RNU6-1024P
chr3	181231736	181231843	uc021xhy.1	RNU6-4P
chr3	70808349	70808452	uc062lll.1	RNU6-281P
chr3	123814076	123814207	uc062ndi.1	SNORA5
chr3	160696928	160697060	uc062ppg.1	SNORA72
chr3	129397209	129397348	uc003emf.2	SNORA7B
chr3	53333059	53333128	uc062ksn.1	SNORD38
chr3	171504244	171504351	uc062pyj.1	RNU6-348P
chr3	128714570	128714705	uc062nom.1	SNORA24
chr3	146996606	146996713	uc062ots.1	RNU6-505P
chr3	14530981	14531088	uc062hab.1	RNU6-905P
chr3	27265579	27265683	uc062hqi.1	RNU6-342P
chr3	5086177	5086279	uc062gep.1	Y_RNA
chr3	119341833	119341940	uc062mts.1	RNU6-1127P
chr3	88431190	88431309	uc062lss.1	Y_RNA
chr3	153471465	153471571	uc062pdj.1	RNU6-901P
chr3	98908458	98908564	uc062lxr.1	RNU6-1263P
chr3	184086790	184086903	uc062qqm.1	Y_RNA
chr3	195419435	195419546	uc062rre.1	Y_RNA
chr3	193624188	193624301	uc062rmq.1	Y_RNA
chr3	12840311	12840450	uc062gwu.1	SNORA7A
chr3	186771840	186771947	uc062ree.1	RNU6-1105P
chr3	38505479	38505581	uc032rjt.2	Y_RNA
chr3	49020601	49020714	uc003cvo.2	MIR191
chr3	35744475	35744559	uc011axz.1	MIR128-2
chr3	195699400	195699497	uc021xjf.1	MIR570
chr3	188688780	188688866	uc021xiq.1	MIR28
chr3	168551853	168551949	uc021xha.1	MIR551B
chr3	114316474	114316569	uc003ebh.2	MIR568
chr3	160404587	160404685	uc011boz.1	MIR15B
chr3	44861887	44861981	uc021wwr.1	MIR564
chr3	15873770	15873849	uc021wtp.1	MIR563
chr3	32259727	32259819	uc062huu.1	AC097639.1
chr3	50173325	50173419	uc032rms.1	MIR566
chr3	52294218	52294308	uc010hmf.3	MIR135A1
chr3	112112800	112112898	uc021xck.1	MIR567
chr3	44114211	44114310	uc011azu.1	MIR138-1
chr3	171106663	171106759	uc021xhh.1	MIR569
chr3	36968190	36968316	uc062ibb.1	RNU6ATAC4P
chr3	57619446	57619572	uc062kxr.1	RNU6ATAC26P
chr3	45689261	45745424	uc003cos.3	SACM1L
chr3	143165647	143165737	uc021xey.2	AC018450.1
chr3	48578901	48578977	uc021wxp.1	MIR711
chr3	96666193	96666279	uc032rub.2	AC117444.1
chr3	72262321	72262428	uc062lnc.1	AC112219.1
chr3	131111669	131111758	uc062nvt.1	AC121332.1
chr3	68634915	68635009	uc062liq.1	AC096922.1
chr3	76417895	76417980	uc062lpo.1	AC026877.1
chr3	41899110	41899253	uc062imw.1	U8
chr3	196341608	196341715	uc062sbg.1	RNU6-910P
chr3	184325695	184325771	uc003fnz.3	SNORD66
chr3	60856388	60856605	uc021wzt.1	U3
chr3	23641488	23641592	uc062hmn.1	RNU6-788P
chr3	198071310	198071417	uc062shg.1	RNU6-821P
chr3	101628309	101628406	uc062mbl.1	Y_RNA
chr3	9919050	9919153	uc062gpo.1	RNU6-882P
chr3	64511754	64511857	uc062lfv.1	RNU6-739P
chr3	128141874	128141977	uc062nns.1	RNU6-823P
chr3	57493666	57493780	uc062kxb.1	Y_RNA
chr3	35256839	35256946	uc062hzm.1	RNU6-243P
chr3	52692735	52692812	uc003dfh.1	SNORD69
chr3	190165416	190165523	uc062rjs.1	RNU6-1109P
chr3	52689247	52689315	uc003dfg.2	SNORD19
chr3	127202371	127202473	uc032sbd.2	Y_RNA
chr3	90030283	90030495	uc062lsv.1	U3
chr3	53387712	53387836	uc021wzl.1	SNORA26
chr3	196291218	196318288	uc003fwi.4	TCTEX1D2
chr3	186538440	186546702	uc031scs.2	CRYGS
chr3	160435502	160449829	uc003fdm.4	TRIM59
chr3	98064471	98065396	uc062luw.1	OR5AC1
chr3	52836755	52897596	uc062kra.1	TMEM110
chr3	50239617	50239984	uc062kcc.1	XXcos-LUCA16.1
chr3	48673843	48685927	uc003cun.5	NCKIPSD
chr3	48465854	48467600	uc062jhw.1	TREX1
chr3	9809987	9835489	uc003btg.5	TTLL3
chr3	196506876	196515366	uc003fws.4	SMCO1
chr3	194296464	194312704	uc062roq.1	LINC00887
chr3	193957371	194003659	uc021xiw.1	RP11-699L21.1
chr3	184242333	184248971	uc003fne.3	ALG3
chr3	159069327	159265703	uc003fcp.3	IQCJ
chr3	39161269	39161520	uc062ijr.1	Metazoa_SRP
chr3	127193130	127198185	uc062nlo.1	C3orf56
chr3	109178164	109185257	uc003dxn.6	LINC00488
chr3	101940858	101997926	uc003dvr.1	RP11-221J22.1
chr3	51873720	51875584	uc011bdx.2	IQCF5
chr3	51778560	51779187	uc021wyv.1	IQCF6
chr3	50287742	50292918	uc062kcu.1	IFRD2
chr3	47601714	47604677	uc062jel.1	RP11-717D12.1
chr3	155742141	155743726	uc062pfo.1	RP11-674E16.4
chr3	167025412	167025499	uc062pro.1	AC092965.1
chr3	197674495	197674576	uc021xjw.1	MIR922
chr3	189829921	189830009	uc021xis.1	MIR944
chr3	79584591	79584684	uc062lqr.1	AC117479.1
chr3	10394480	10394540	uc021wta.2	MIR885
chr3	114019650	114019752	uc032rxz.2	AC092896.1
chr3	183802474	183802553	uc062qpl.1	AC131160.1
chr3	29369336	29369421	uc062hsk.1	AC098650.1
chr3	140490051	140490144	uc062oke.1	AC048346.1
chr3	107365181	107365287	uc032rwq.2	AC063944.1
chr3	51611437	51611562	uc062kgw.1	RNU6ATAC29P
chr3	87910219	87910345	uc021xbc.1	RNU6ATAC6P
chr3	184241404	184241489	uc021xih.1	MIR1224
chr3	110551844	110551965	uc021xce.1	RNU6ATAC15P
chr3	122926995	122927121	uc062nbf.1	AC078794.1
chr3	164171470	164171556	uc032sig.1	MIR1263
chr3	71541969	71542089	uc021xap.1	MIR1284
chr3	134410043	134410140	uc062obk.1	AC010207.1
chr3	41649255	41649337	uc062ims.1	AC099537.1
chr3	84290111	84290253	uc062lri.1	AC108696.1
chr3	70878659	70878792	uc062llm.1	AC096971.1
chr3	21829737	21829837	uc062hlv.1	AC023798.1
chr3	127664703	127664810	uc032sbl.2	AC023593.1
chr3	186786674	186786852	uc062rfb.1	SNORA81
chr3	15134382	15134530	uc062hbl.1	AC090954.1
chr3	147911405	147911501	uc062ouj.1	AC092925.1
chr3	26753936	26754076	uc062hpz.1	AC114877.1
chr3	148080832	148080922	uc062oum.1	AC092958.1
chr3	122281852	122281922	uc062mzq.1	AC068754.1
chr3	96166812	96166904	uc062ltw.1	AC108739.1
chr3	23399499	23399569	uc062hmj.1	AC092038.1
chr3	52560569	52560707	uc021wze.1	RNU6ATAC16P
chr3	27362565	27362658	uc062hql.1	AC099535.1
chr3	47849554	47849629	uc021wxj.1	MIR1226
chr3	75549796	75549945	uc032rro.2	AC133041.1
chr3	109018908	109019116	uc062mhe.1	U3
chr3	21138262	21138341	uc062hlj.1	AC104441.1
chr3	108320391	108320478	uc062mgk.1	AC078855.1
chr3	125790403	125790552	uc021xdg.1	MIR548I1
chr3	75630762	75630858	uc021xar.1	MIR1324
chr3	48917787	48919385	uc010hkk.1	ARIH2OS
chr3	125083156	125212765	uc003ehv.5	SLC12A8
chr3	152340526	152340904	uc010hvo.4	TMEM14EP
chr3	133928144	133929812	uc003epz.2	C3orf36
chr3	121655474	121655604	uc062myl.1	RNU4-62P
chr3	37341648	37341766	uc062icy.1	RNA5SP129
chr3	43210740	43210871	uc062itd.1	AC104434.1
chr3	196202348	196202453	uc062rzu.1	Y_RNA
chr3	52691377	52691453	uc062kor.1	SNORD19
chr3	168475197	168475388	uc062ptt.1	RNU2-20P
chr3	81509475	81509664	uc021xaw.1	RNU2-28P
chr3	90184633	90184733	uc062lsw.1	RNU6-712P
chr3	157017341	157017696	uc062phh.1	RN7SKP177
chr3	171439525	171439627	uc021xhi.1	Y_RNA
chr3	78161697	78161992	uc062lqd.1	RN7SKP61
chr3	192093121	192093436	uc062rle.1	RN7SKP222
chr3	70251642	70251745	uc062llk.1	AC134025.1
chr3	128075072	128075249	uc032sbm.2	RNU2-37P
chr3	157173917	157174040	uc062pii.1	RNA5SP146
chr3	130369226	130369344	uc062ntx.1	AC093004.1
chr3	38800295	38800394	uc062ihq.1	AC116038.1
chr3	144186904	144187020	uc062ort.1	RNA5SP144
chr3	130811767	130812095	uc062nuj.1	RN7SKP212
chr3	198196745	198196849	uc062shj.1	RNU6-860P
chr3	151634349	151634463	uc062pcd.1	AC069067.1
chr3	72691704	72691811	uc062lng.1	RNA5SP136
chr3	42221839	42221965	uc021wwj.1	RNU4-78P
chr3	75964979	75965069	uc062lpl.1	Y_RNA
chr3	86362131	86362474	uc062lru.1	RN7SKP284
chr3	41766614	41766919	uc062imu.1	RN7SKP58
chr3	31228714	31228847	uc062hth.1	RNA5SP127
chr3	3646455	3646578	uc062gdc.1	AC024158.1
chr3	2088932	2089211	uc062gbk.1	RN7SKP144
chr3	190642162	190642503	uc021xit.1	RN7SKP296
chr3	73110991	73111182	uc062lnz.1	RNU2-64P
chr3	48985048	48989988	uc062jni.1	RP13-131K19.2
chr3	21957135	21979828	uc062hly.1	ZNF385D-AS2
chr3	185162900	185191955	uc003fpe.3	EHHADH-AS1
chr3	172560900	172595607	uc062pzv.1	RP11-408H1.3
chr3	187743685	187745420	uc062rhm.1	RP11-211G3.2
chr3	46364954	46407059	uc062izr.1	RP11-24F11.2
chr3	23756	24501	uc062gai.1	AY269186.1
chr3	195546403	195550581	uc062rrn.1	AC091633.3
chr3	176604142	176635532	uc032skc.2	LINC01208
chr3	3250686	3627296	uc062gcz.1	AC026188.1
chr3	195836192	195854228	uc062rye.1	AC124944.5
chr3	23804023	23806905	uc062hmp.1	UBE2E1-AS1
chr3	40390950	40453305	uc003cke.5	ENTPD3-AS1
chr3	191557323	191590356	uc062rky.1	RP11-197K6.1
chr3	184006337	184011419	uc031scp.1	ABCC5-AS1
chr3	178202049	178385309	uc062qda.1	RP11-33A14.1
chr3	178419200	178457305	uc031sci.1	LINC01014
chr3	187796254	187805137	uc062rho.1	RP11-30O15.1
chr3	24099973	24103238	uc003ccv.3	LINC00691
chr3	184401629	184439648	uc062qwt.1	RP11-433C9.2
chr3	187965767	187976407	uc062rhr.1	RP11-132N15.3
chr3	857123	858091	uc062gbc.1	AC090044.2
chr3	195757	197341	uc062gam.1	CHL1-AS2
chr3	186454990	186493661	uc003fqd.3	RP11-48F14.1
chr3	48847956	48851981	uc062jlz.1	PRKAR2A-AS1
chr3	13650720	13746637	uc003byd.2	LINC00620
chr3	188562237	188568666	uc032sng.2	LPP-AS1
chr3	195908075	195911257	uc003fvw.1	TNK2-AS1
chr3	196142635	196160890	uc011bts.2	LINC00885
chr3	15254183	15264493	uc003bzo.3	SH3BP5-AS1
chr3	10626020	10626807	uc062gsq.1	ATP2B2-IT2
chr3	9014122	9015979	uc062gih.1	SRGAP3-AS1
chr3	24455135	24459434	uc062hny.1	THRB-IT1
chr3	193618608	193627332	uc031scv.2	OPA1-AS1
chr3	8573725	8593124	uc062ggs.1	AC034187.2
chr3	53347	54346	uc062gaj.1	AY269186.2
chr3	536230	846015	uc003boy.1	LINC01266
chr3	1962380	1987470	uc062gbj.1	RP11-204C23.1
chr3	187997421	188003990	uc062rhs.1	RP11-132N15.1
chr3	26619329	26622690	uc062hpu.1	AC099754.1
chr3	49260084	49261316	uc062jsh.1	RP11-3B7.1
chr3	193553212	193555088	uc062rmh.1	ATP13A4-AS1
chr3	12539971	12545556	uc021wtc.2	MKRN2OS
chr3	21542815	21579959	uc062hlq.1	ZNF385D-AS1
chr3	27821487	27891301	uc062hra.1	AC098973.2
chr3	175773144	175776333	uc062qbl.1	NAALADL2-AS1
chr3	196939876	196942534	uc062sda.1	NCBP2-AS1
chr3	42770611	42773635	uc062irv.1	RP11-70C1.1
chr3	48625724	48635441	uc003cuh.4	SLC26A6
chr3	14920346	14948424	uc062hao.1	FGD5-AS1
chr3	194203015	194250153	uc062rom.1	RP11-513G11.4
chr3	190120963	190144846	uc062rjq.1	P3H2-AS1
chr3	177934822	177937662	uc062qcy.1	RP11-2L8.1
chr3	196431384	196432530	uc062sbo.1	UBXN7-AS1
chr3	44421129	44424007	uc284pty.1	LINC00694
chr3	64187543	64200965	uc031sam.2	PRICKLE2-AS3
chr3	6148483	6365885	uc062gff.1	AC026167.1
chr3	195912048	195913986	uc062ryz.1	AC124944.3
chr3	17990022	17995544	uc062hgu.1	AC132807.1
chr3	6731171	6805438	uc032rcs.2	GRM7-AS3
chr3	40603124	40605427	uc062ime.1	RP11-528N21.1
chr3	34159333	34562877	uc062hzi.1	AC018359.1
chr3	17042741	17044192	uc062hfq.1	PLCL2-AS1
chr3	186851885	186856123	uc031sct.2	ADIPOQ-AS1
chr3	10759483	10764192	uc003bvx.1	LINC00606
chr3	192516830	192521398	uc062rln.1	FGF12-AS3
chr3	175234860	175271096	uc062qbi.1	NAALADL2-AS2
chr3	177337627	177349166	uc062qcp.1	RP11-706D8.3
chr3	186476726	186478370	uc062rbj.1	RP11-48F14.2
chr3	49549305	49554366	uc003cxd.1	BSN-AS2
chr3	7954638	8501598	uc062ggg.1	LMCD1-AS1
chr3	75735874	75785567	uc062lpg.1	ZNF717
chr3	43087478	43088068	uc062itc.1	RP11-136C24.2
chr3	30524744	30527185	uc062htc.1	AC116035.1
chr3	197298251	197303747	uc003fxq.4	DLG1-AS1
chr3	47164496	47246601	uc003cqw.3	KIF9-AS1
chr3	34524817	34543880	uc062hzl.1	AC018359.3
chr3	184505112	184508399	uc062qwu.1	EIF2B5-IT1
chr3	30524989	30526213	uc062htd.1	AC116035.2
chr3	2110408	2144241	uc031rye.1	CNTN4-AS2
chr3	9216894	9219508	uc062gip.2	SRGAP3-AS3
chr3	49903986	49916937	uc062jzi.1	CTD-2330K9.3
chr3	196250548	196251654	uc062sax.1	AC069257.8
chr3	196999459	197004736	uc062sdg.1	MFI2-AS1
chr3	173910497	173920796	uc062qau.1	NLGN1-AS1
chr3	28574790	28758340	uc021wur.2	LINC00693
chr3	177441963	177752305	uc062qcq.1	LINC00578
chr3	14148401	14165978	uc062gzg.1	AC093495.4
chr3	194276681	194287368	uc062rop.1	RP11-513G11.2
chr3	176814154	176817001	uc062qbq.1	LINC01209
chr3	48663775	48669174	uc062jkn.1	CELSR3-AS1
chr3	8079321	8112924	uc062ggi.1	AC018832.1
chr3	177683626	177691250	uc062qcw.1	RP11-114M1.1
chr3	9192496	9194347	uc062gin.1	SRGAP3-AS2
chr3	190697922	190698848	uc062rkj.1	RP11-95L3.2
chr3	24496183	24523228	uc062hof.1	THRB-AS1
chr3	187702312	187733849	uc062rhd.1	RP11-211G3.3
chr3	187448844	187449450	uc062rhc.1	RP11-567G11.1
chr3	18465982	18764059	uc062hiy.1	SATB1-AS1
chr3	109409989	109495167	uc003dxr.2	LINC01205
chr3	179101365	179147973	uc003fjj.4	RP11-360P21.2
chr3	193842559	193844009	uc062rmz.1	RP11-528A4.2
chr3	195655564	195657927	uc062rrv.1	AC069513.4
chr3	27830887	27834136	uc003cdz.1	AC098973.1
chr3	16687985	16697479	uc062hfo.1	AC091493.2
chr3	195280722	195282741	uc062rqs.1	ACAP2-IT1
chr3	194632922	194645401	uc062rpq.1	AC046143.3
chr3	184756388	184773155	uc032smh.1	RP11-329B9.1
chr3	48306841	48328341	uc003csq.2	SPINK8
chr3	38451026	38454820	uc003cie.2	ACVR2B-AS1
chr3	152262615	152269555	uc011boe.3	MBNL1-AS1
chr3	5962841	6124120	uc062gfe.1	AC027119.1
chr3	88059273	88135498	uc062lsm.1	RP11-159G9.5
chr3	197450326	197456654	uc062sej.1	AC128709.4
chr3	194091560	194109174	uc062roi.1	RP11-135A1.3
chr3	51817603	51830856	uc062khs.1	IQCF3
chr3	9947403	9954787	uc031ryi.1	PRRT3-AS1
chr3	42601962	42654388	uc062iql.1	RP4-613B23.1
chr3	194005487	194049278	uc062rng.1	RP11-407B7.1
chr3	189238685	189240594	uc031scu.1	TPRG1-AS2
chr3	192515021	192516573	uc062rlm.1	FGF12-AS2
chr3	14764951	14767440	uc062haj.1	AC090957.2
chr3	184546713	184556918	uc062qwv.1	EIF2B5-AS1
chr3	195147870	195152790	uc031scz.2	XXYLT1-AS2
chr3	175079306	175115242	uc031scg.2	NAALADL2-AS3
chr3	98264284	98265262	uc003dsi.1	OR5H6
chr3	194765237	194768712	uc062rqb.1	AC090505.4
chr3	50260302	50263358	uc003cys.2	U73166.2
chr3	45679042	45688882	uc062ixr.1	LIMD1-AS1
chr3	10767463	10771718	uc062gss.1	AC018495.3
chr3	49899301	49903757	uc062jzf.1	CTD-2330K9.2
chr3	196912645	196914579	uc062scn.1	AC127904.2
chr3	35650196	35651961	uc062hzu.1	ARPP21-AS1
chr3	25858532	25873698	uc003cdo.4	LINC00692
chr3	5255534	5256761	uc062gfd.1	AC026202.5
chr3	42702652	42704628	uc062irl.1	HHATL-AS1
chr3	10284418	10285746	uc010hcz.3	LINC00852
chr3	98132697	98133639	uc011bgt.2	OR5H1
chr3	146576554	146605239	uc062otn.1	PLSCR5
chr3	38823901	38825302	uc062ihr.1	RP11-134J21.1
chr3	4490890	4493163	uc032rcf.2	ITPR1-AS1
chr3	20186354	20878835	uc284pts.1	SGOL1-AS1
chr3	128861312	128871540	uc021xdm.2	RP11-723O4.2
chr3	177044860	177047923	uc062qbv.1	TBL1XR1-AS1
chr3	192238629	192283097	uc062rll.1	FGF12-AS1
