#chrom	chromStart	chromEnd	clusterId	transcript	protein
chr1	157783	157887	23099	uc057aul.1	ENSG00000222623.1
chr1	65415815	65416006	23100	uc057hgy.1	ENSG00000222624.1
chr1	236267779	236267958	23113	uc057qpc.1	ENSG00000222650.1
chr1	93026251	93026542	23119	uc057iii.1	ENSG00000222664.1
chr1	177186359	177186452	23156	uc057nnl.1	ENSG00000222749.1
chr1	30843822	30844110	23170	uc057ecl.1	ENSG00000222784.1
chr1	29884901	29885005	23171	uc057ebw.1	ENSG00000222787.1
chr1	148939738	148939817	23172	uc057kiy.1	ENSG00000222788.1
chr1	36402720	36402859	23183	uc057eut.1	ENSG00000222821.1
chr1	235852999	235853060	23185	uc021pkv.1	ENSG00000222831.1
chr1	77779903	77779999	23194	uc057huo.1	ENSG00000222849.1
chr1	144701049	144701159	23196	uc057jzi.1	ENSG00000222854.1
chr1	13623183	13623284	23232	uc057clm.1	ENSG00000222952.1
chr1	231670634	231670750	23249	uc057qjq.1	ENSG00000222986.1
chr1	80599704	80599793	23261	uc057hwt.1	ENSG00000223009.2
chr1	81251788	81252096	23269	uc057hwv.1	ENSG00000223026.1
chr1	27824537	27824643	23286	uc057dws.1	ENSG00000223062.1
chr1	192875685	192875985	23290	uc021pgn.1	ENSG00000223075.1
chr1	242023948	242024054	23310	uc057qtp.1	ENSG00000223119.1
chr1	66094460	66094546	23323	uc021oom.1	ENSG00000223152.1
chr1	48447935	48448042	23331	uc057gje.1	ENSG00000223175.1
chr1	758232	758336	23335	uc057awd.1	ENSG00000223181.1
chr1	96695855	96696167	23355	uc021oqh.1	ENSG00000223229.1
chr1	85264295	85264402	23363	uc057iaa.1	ENSG00000223254.1
chr1	67417213	67417318	23369	uc057hju.1	ENSG00000223263.1
chr1	226445936	226446292	23378	uc057pys.1	ENSG00000223282.1
chr1	225741274	225741380	23392	uc057pwz.1	ENSG00000223306.2
chr1	56377332	56377418	23393	uc057gwq.1	ENSG00000223307.2
chr1	191858706	191866960	23410	uc057oao.1	ENSG00000223344.1
chr1	156712211	156713174	23414	uc057mbz.1	ENSG00000223356.1
chr1	30824297	30834230	23423	uc284mob.1	ENSG00000223382.4
chr1	52033390	52044279	23425	uc057gni.1	ENSG00000223390.1
chr1	230874845	230879015	23427	uc001hue.1	ENSG00000223393.1
chr1	201518702	201530474	23428	uc010ppt.5	ENSG00000223396.2
chr1	73635215	73709581	23457	uc057hpb.1	ENSG00000223479.3
chr1	174896957	174897996	23476	uc057nls.1	ENSG00000223525.1
chr1	211182155	211183104	23493	uc057pde.1	ENSG00000223562.1
chr1	229508500	229514272	23519	uc057qge.1	ENSG00000223635.1
chr1	16851320	16853129	23524	uc057csf.1	ENSG00000223643.6
chr1	211492254	211492917	23528	uc057pdx.1	ENSG00000223649.1
chr1	85276714	85399963	23530	uc001dla.3	ENSG00000223653.5
chr1	94585555	94592297	23539	uc057ils.1	ENSG00000223675.1
chr1	48172971	48206857	23554	uc284mor.1	ENSG00000223720.2
chr1	93264644	93346025	23562	uc057ijk.1	ENSG00000223745.7
chr1	916869	919692	23570	uc057axq.1	ENSG00000223764.2
chr1	201898099	201899978	23576	uc057ojw.1	ENSG00000223774.5
chr1	236523051	236524508	23578	uc001hxx.4	ENSG00000223776.5
chr1	47761131	47765547	23595	uc057gid.1	ENSG00000223814.1
chr1	1137016	1144056	23599	uc001acv.4	ENSG00000223823.1
chr1	219222247	219225497	23609	uc057pmt.1	ENSG00000223842.1
chr1	198597723	198598868	23623	uc057oem.1	ENSG00000223881.1
chr1	69055897	69185003	23625	uc057hkv.1	ENSG00000223883.1
chr1	100344476	100345242	23631	uc057iqq.1	ENSG00000223906.1
chr1	31518434	31524245	23632	uc001bsy.1	ENSG00000223907.1
chr1	37262738	37325100	23644	uc057ewa.1	ENSG00000223944.1
chr1	64105321	64171297	23647	uc001dbl.4	ENSG00000223949.6
chr1	56414962	56415966	23650	uc057gwr.1	ENSG00000223956.2
chr1	9848317	9850154	23659	uc057cbi.1	ENSG00000223989.1
chr1	172906899	172907684	23664	uc057nix.1	ENSG00000224000.1
chr1	1324766	1328897	23684	uc001aeo.4	ENSG00000224051.6
chr1	32204768	32206185	23688	uc057eiv.1	ENSG00000224066.1
chr1	93592249	93602440	23700	uc057ikn.1	ENSG00000224093.5
chr1	75127829	75133058	23713	uc057hrc.1	ENSG00000224127.1
chr1	75129973	75132576	23723	uc001dgp.1	ENSG00000224149.1
chr1	112850027	112877871	23730	uc057jmw.1	ENSG00000224167.1
chr1	16520693	16521796	23733	uc057crv.1	ENSG00000224174.2
chr1	63159089	63317237	23746	uc284mqk.1	ENSG00000224209.7
chr1	172775904	173064015	23754	uc057niw.1	ENSG00000224228.2
chr1	87899908	87905714	23758	uc057ics.1	ENSG00000224235.1
chr1	119047404	119064785	23759	uc057juy.1	ENSG00000224238.2
chr1	159961298	159984750	23768	uc284mtj.1	ENSG00000224259.6
chr1	209528454	209567673	23769	uc057pbt.1	ENSG00000224260.6
chr1	155991389	156001787	23776	uc057lun.1	ENSG00000224276.1
chr1	170271602	170278932	23779	uc057nfh.1	ENSG00000224286.5
chr1	152930039	152949210	23786	uc057lam.1	ENSG00000224308.1
chr1	27229105	27234352	23788	uc057dui.1	ENSG00000224311.1
chr1	80534977	80584363	23794	uc057hwq.1	ENSG00000224326.1
chr1	165768928	165775176	23802	uc057mzj.1	ENSG00000224358.1
chr1	240530451	240530862	23803	uc057qrz.1	ENSG00000224359.2
chr1	144641370	144919902	23806	uc031urk.2	ENSG00000224363.2
chr1	2492299	2493258	23817	uc057bms.1	ENSG00000224387.1
chr1	230280311	230281893	23831	uc057qgv.1	ENSG00000224407.1
chr1	32717733	32725237	23832	uc057emi.1	ENSG00000224409.1
chr1	99472331	99493149	23841	uc284mrf.1	ENSG00000224445.3
chr1	15740050	15749896	23844	uc057cou.1	ENSG00000224459.1
chr1	183138401	183141282	23847	uc057nvj.1	ENSG00000224468.3
chr1	148328998	148344636	23852	uc001eqk.1	ENSG00000224481.1
chr1	161556289	161557078	23867	uc057msp.1	ENSG00000224515.1
chr1	248548755	248563463	23870	uc057rbe.1	ENSG00000224521.1
chr1	242203554	242210827	23871	uc057qtx.1	ENSG00000224525.2
chr1	212466815	212467743	23875	uc057pft.1	ENSG00000224535.1
chr1	201507240	201534784	23876	uc057oja.2	ENSG00000224536.2
chr1	38047424	38119025	23892	uc057eyy.1	ENSG00000224592.5
chr1	59132513	59198621	23899	uc057gzz.1	ENSG00000224609.6
chr1	103418078	103525483	23902	uc031ujq.2	ENSG00000224613.6
chr1	100264008	100266120	23904	uc057iqm.1	ENSG00000224616.1
chr1	16159265	16161883	23906	uc057cqp.1	ENSG00000224621.1
chr1	151340647	151341966	23915	uc057kut.1	ENSG00000224645.1
chr1	203144693	203152579	23927	uc057oob.1	ENSG00000224671.2
chr1	178091507	178093984	23929	uc057noc.1	ENSG00000224687.1
chr1	186176813	186177302	23931	uc057nyp.1	ENSG00000224691.1
chr1	108420688	108433184	23932	uc001dvr.3	ENSG00000224698.1
chr1	110408376	110418314	23933	uc057jep.1	ENSG00000224699.8
chr1	165210626	165213090	23935	uc057mya.1	ENSG00000224702.1
chr1	205455928	205469024	23944	uc001hco.4	ENSG00000224717.1
chr1	175877342	175880468	23945	uc057nms.1	ENSG00000224718.1
chr1	47179249	47180339	23976	uc031pmn.1	ENSG00000224805.2
chr1	182062676	182069253	23978	uc057nsz.1	ENSG00000224810.1
chr1	201464382	201465146	23982	uc057oih.1	ENSG00000224818.1
chr1	121573945	121580524	24000	uc057jyc.1	ENSG00000224857.1
chr1	46446672	46451281	24003	uc284moo.1	ENSG00000224863.2
chr1	1399571	1402006	24005	uc057bev.1	ENSG00000224870.6
chr1	197757318	197761965	24018	uc057odw.1	ENSG00000224901.1
chr1	234629310	234634780	24035	uc021pkr.1	ENSG00000224939.1
chr1	159466320	159483376	24038	uc057mha.1	ENSG00000224943.1
chr1	116493015	116499212	24041	uc057jsj.1	ENSG00000224950.2
chr1	110208833	110209987	24048	uc031ule.2	ENSG00000224965.1
chr1	177351585	177366272	24049	uc057nno.1	ENSG00000224968.1
chr1	1011996	1013193	24050	uc057ays.1	ENSG00000224969.1
chr1	174022508	174022985	24055	uc057nlc.1	ENSG00000224977.1
chr1	161153759	161159349	24059	uc057moh.1	ENSG00000224985.1
chr1	188508537	188536465	24066	uc057nzz.1	ENSG00000225006.1
chr1	47818065	47820237	24069	uc057gif.1	ENSG00000225028.1
chr1	53291790	53292138	24070	uc057grs.1	ENSG00000225030.1
chr1	205233820	205236867	24082	uc057osn.1	ENSG00000225063.1
chr1	112693687	112696621	24085	uc057jlo.1	ENSG00000225075.1
chr1	6236239	6238940	24087	uc031tnm.2	ENSG00000225077.2
chr1	72748920	72899140	24091	uc057hot.1	ENSG00000225087.1
chr1	109596224	109597781	24103	uc057izs.1	ENSG00000225113.1
chr1	7441095	7441554	24104	uc057bxg.1	ENSG00000225126.1
chr1	198983623	198985400	24120	uc057oex.1	ENSG00000225172.5
chr1	97987999	98049863	24136	uc001drx.3	ENSG00000225206.6
chr1	213492300	213546447	24148	uc057phs.1	ENSG00000225233.1
chr1	171199246	171227788	24151	uc057ngq.1	ENSG00000225243.5
chr1	222589961	222593032	24158	uc057ppz.1	ENSG00000225265.1
chr1	160062487	160079821	24160	uc057mil.1	ENSG00000225279.1
chr1	1430538	1434573	24163	uc057bfh.1	ENSG00000225285.1
chr1	246605872	246608102	24168	uc057qyz.1	ENSG00000225300.1
chr1	33307369	33326410	24173	uc057epe.1	ENSG00000225313.5
chr1	24040834	24086799	24174	uc057dio.1	ENSG00000225315.2
chr1	166387726	166452632	24177	uc057nab.1	ENSG00000225325.1
chr1	224766899	224773341	24183	uc057pvu.1	ENSG00000225334.1
chr1	181190470	181191149	24191	uc057nsq.1	ENSG00000225359.1
chr1	18385828	18388514	24202	uc057cuz.1	ENSG00000225387.1
chr1	90851758	90855253	24226	uc057ifn.2	ENSG00000225446.2
chr1	47096652	47179271	24243	uc057ghd.1	ENSG00000225506.2
chr1	226083950	226090292	24247	uc057pyc.1	ENSG00000225518.2
chr1	170587248	170588236	24262	uc057nfs.1	ENSG00000225545.1
chr1	241424291	241433328	24268	uc057qsj.1	ENSG00000225554.1
chr1	151837818	151840557	24270	uc010pdq.2	ENSG00000225556.1
chr1	218912756	218916184	24272	uc057pmh.1	ENSG00000225561.1
chr1	80373363	80374621	24284	uc057hwp.1	ENSG00000225598.1
chr1	11143897	11149537	24285	uc031plf.2	ENSG00000225602.5
chr1	75932478	76019356	24287	uc057hsk.2	ENSG00000225605.2
chr1	202632427	202632911	24296	uc057omn.1	ENSG00000225620.1
chr1	49374200	49472085	24297	uc031tzy.1	ENSG00000225623.1
chr1	54285404	54287371	24300	uc057guo.1	ENSG00000225632.1
chr1	25581477	25590356	24304	uc057dmq.1	ENSG00000225643.1
chr1	230823640	230824707	24309	uc057qhm.1	ENSG00000225656.1
chr1	159201305	159207973	24312	uc057mgv.1	ENSG00000225670.4
chr1	53328232	53336509	24313	uc001cvn.2	ENSG00000225675.2
chr1	44759123	44775810	24327	uc057fvw.1	ENSG00000225721.5
chr1	29144493	29146994	24341	uc057eal.1	ENSG00000225750.1
chr1	47380927	47408477	24348	uc057ghz.1	ENSG00000225762.1
chr1	50461468	50471150	24351	uc057gkd.1	ENSG00000225767.1
chr1	190264897	190362270	24369	uc057oah.1	ENSG00000225811.1
chr1	168786938	168792886	24376	uc001gfq.4	ENSG00000225826.1
chr1	32361269	32362243	24377	uc021oku.1	ENSG00000225828.1
chr1	155317945	155324168	24385	uc057lpu.1	ENSG00000225855.6
chr1	180906650	180909166	24386	uc057nsa.1	ENSG00000225857.5
chr1	826205	827522	24396	uc010nxx.3	ENSG00000225880.5
chr1	27669467	27670276	24401	uc057dwc.1	ENSG00000225886.3
chr1	26462755	26467282	24405	uc057dry.1	ENSG00000225891.1
chr1	39633415	39633903	24407	uc057fce.1	ENSG00000225903.1
chr1	1420244	1422691	24408	uc057bfg.1	ENSG00000225905.1
chr1	232718070	232722250	24412	uc057qke.1	ENSG00000225919.1
chr1	2566409	2569888	24417	uc057bnx.1	ENSG00000225931.3
chr1	101235682	101236528	24421	uc057irw.1	ENSG00000225938.1
chr1	22835712	22836849	24428	uc057deg.1	ENSG00000225952.1
chr1	182086550	182090112	24444	uc057nta.1	ENSG00000225982.1
chr1	20184241	20186486	24445	uc031trq.2	ENSG00000225986.1
chr1	95163218	95233982	24461	uc001dre.1	ENSG00000226026.5
chr1	16460947	16468481	24462	uc057crt.1	ENSG00000226029.1
chr1	98210746	98272658	24471	uc031pnf.2	ENSG00000226053.1
chr1	120913305	121009291	24474	uc057jwx.1	ENSG00000226067.6
chr1	70359561	70360437	24480	uc057hmf.1	ENSG00000226088.1
chr1	48050658	48091736	24494	uc284moq.1	ENSG00000226133.6
chr1	113856634	113901237	24505	uc001edv.3	ENSG00000226167.1
chr1	119000343	119001392	24508	uc057juu.1	ENSG00000226172.2
chr1	207873794	207879073	24521	uc057pau.1	ENSG00000226202.2
chr1	70715932	70720289	24526	uc057hml.1	ENSG00000226208.1
chr1	205373251	205387440	24531	uc001hch.1	ENSG00000226235.1
chr1	212225279	212238977	24540	uc057pfg.1	ENSG00000226251.5
chr1	47225796	47230750	24541	uc057ghn.1	ENSG00000226252.1
chr1	3132926	3133709	24554	uc057bpd.1	ENSG00000226286.1
chr1	204377849	204435846	24569	uc057oqp.1	ENSG00000226330.1
chr1	225710967	225736274	24574	uc057pwy.1	ENSG00000226349.1
chr1	3944546	3948900	24583	uc284mmd.1	ENSG00000226374.2
chr1	173174299	173175503	24584	uc057niy.1	ENSG00000226375.1
chr1	112956823	113047051	24604	uc284mse.1	ENSG00000226419.7
chr1	39249837	39257649	24614	uc057fag.1	ENSG00000226438.1
chr1	60515715	60622685	24628	uc284mpj.1	ENSG00000226476.3
chr1	188905687	189037262	24632	uc057oac.1	ENSG00000226486.1
chr1	20412303	20413253	24633	uc057czc.1	ENSG00000226487.1
chr1	158025549	158031166	24644	uc057mff.1	ENSG00000226520.1
chr1	16978925	17005091	24646	uc057cte.1	ENSG00000226526.1
chr1	223181143	223188154	24669	uc057prt.1	ENSG00000226601.1
chr1	193678893	193727035	24682	uc057oca.1	ENSG00000226640.2
chr1	222452737	222454705	24683	uc057ppj.1	ENSG00000226643.2
chr1	20294210	20323187	24695	uc057cyv.1	ENSG00000226664.1
chr1	26876132	26878245	24710	uc057dtr.1	ENSG00000226698.1
chr1	101639585	101787572	24720	uc284mri.1	ENSG00000226715.2
chr1	152122533	152125065	24721	uc057kzu.1	ENSG00000226716.1
chr1	53238609	53242783	24734	uc001cvg.3	ENSG00000226754.1
chr1	231925833	231945233	24737	uc057qju.1	ENSG00000226758.1
chr1	57863014	57880731	24738	uc057gyk.1	ENSG00000226759.7
chr1	206117782	206126805	24749	uc057ovx.1	ENSG00000226780.1
chr1	108040262	108074519	24769	uc284mrv.1	ENSG00000226822.2
chr1	243917401	244047317	24773	uc001iac.5	ENSG00000226828.1
chr1	94247865	94334848	24777	uc057ilk.2	ENSG00000226835.2
chr1	11068470	11073097	24781	uc057cfj.1	ENSG00000226849.1
chr1	202604267	202605293	24790	uc057omm.1	ENSG00000226862.1
chr1	211715927	211725402	24792	uc057pei.1	ENSG00000226868.1
chr1	246108625	246113866	24796	uc057qyq.1	ENSG00000226876.2
chr1	59754746	59789182	24799	uc057haq.1	ENSG00000226883.1
chr1	161765324	161766227	24801	uc057mub.1	ENSG00000226889.3
chr1	64974611	65002489	24803	uc284mqr.1	ENSG00000226891.7
chr1	240765556	240768680	24814	uc057qse.1	ENSG00000226919.1
chr1	229440283	229441020	24815	uc057qga.1	ENSG00000226920.1
chr1	220359730	220360183	24819	uc057pob.1	ENSG00000226927.1
chr1	53348487	53349233	24824	uc057gru.1	ENSG00000226938.1
chr1	6204839	6205780	24827	uc057btk.1	ENSG00000226944.1
chr1	46046817	46048368	24832	uc057gcl.1	ENSG00000226957.1
chr1	2049303	2050070	24836	uc057bkc.1	ENSG00000226969.1
chr1	230258693	230268483	24846	uc057qgt.1	ENSG00000227006.1
chr1	72765030	72791282	24851	uc057hou.2	ENSG00000227016.3
chr1	229875549	229885752	24860	uc057qgn.1	ENSG00000227043.1
chr1	151701025	151708386	24862	uc057kxr.1	ENSG00000227045.1
chr1	27938874	27960193	24865	uc057dxk.1	ENSG00000227050.1
chr1	20157691	20160566	24872	uc057cyo.1	ENSG00000227066.1
chr1	51518382	51561629	24874	uc057glo.1	ENSG00000227070.1
chr1	121396753	121463129	24880	uc057jxx.1	ENSG00000227082.1
chr1	110166806	110172489	24885	uc057jdd.1	ENSG00000227091.1
chr1	162316851	162317794	24886	uc057muh.1	ENSG00000227094.1
chr1	247524678	247526752	24903	uc057ram.1	ENSG00000227135.1
chr1	147697793	147699335	24905	uc057kff.1	ENSG00000227139.1
chr1	4551734	4552145	24919	uc057brv.1	ENSG00000227169.2
chr1	182712861	182714544	24924	uc057nuf.1	ENSG00000227181.1
chr1	121118125	121146826	24930	uc057jxm.1	ENSG00000227193.2
chr1	157691761	157696459	24942	uc057mew.1	ENSG00000227217.1
chr1	243135897	243140588	24947	uc057quu.1	ENSG00000227230.1
chr1	248859163	248864796	24950	uc057rcv.1	ENSG00000227237.1
chr1	194149472	194198694	24951	uc057occ.1	ENSG00000227240.1
chr1	40514460	40515057	24965	uc057ffv.1	ENSG00000227278.1
chr1	87353523	87371655	24968	uc001dmk.5	ENSG00000227290.1
chr1	3735983	3747322	25000	uc009vlm.4	ENSG00000227372.10
chr1	174115382	174160004	25001	uc057nlf.1	ENSG00000227373.5
chr1	35358821	35366077	25013	uc057eru.1	ENSG00000227409.1
chr1	196044995	196061073	25016	uc057ocg.1	ENSG00000227421.1
chr1	66042499	66050718	25031	uc057hhm.1	ENSG00000227466.1
chr1	63024206	63025658	25043	uc057hds.1	ENSG00000227485.1
chr1	225700603	225752243	25050	uc001hpe.1	ENSG00000227496.1
chr1	42335385	42338376	25064	uc057fir.1	ENSG00000227527.2
chr1	42959048	42983358	25067	uc001cil.3	ENSG00000227533.5
chr1	183754417	183754937	25075	uc057nwj.1	ENSG00000227554.1
chr1	177393678	177597709	25083	uc057nnq.1	ENSG00000227579.5
chr1	3658937	3668772	25086	uc057bqd.1	ENSG00000227589.1
chr1	209661365	209724125	25087	uc057pca.1	ENSG00000227591.5
chr1	234724041	234731643	25100	uc001hwj.2	ENSG00000227630.2
chr1	8202428	8215210	25101	uc284mms.1	ENSG00000227634.2
chr1	155710097	155710563	25111	uc057lsj.1	ENSG00000227673.1
chr1	205935127	205935768	25120	uc057ovf.1	ENSG00000227687.1
chr1	119260264	119327303	25128	uc057jvc.1	ENSG00000227712.1
chr1	148159212	148200553	25138	uc057kgc.1	ENSG00000227733.9
chr1	175904761	175920513	25141	uc057nmt.1	ENSG00000227740.1
chr1	160202198	160208869	25142	uc001fvj.1	ENSG00000227741.1
chr1	17406759	17407382	25147	uc057cui.1	ENSG00000227751.1
chr1	211639807	211654176	25150	uc057peb.1	ENSG00000227764.1
chr1	155396009	155396978	25153	uc057lqo.1	ENSG00000227773.1
chr1	111739840	111747798	25162	uc001ebq.1	ENSG00000227811.2
chr1	162039015	162039567	25164	uc057muf.1	ENSG00000227818.1
chr1	46134530	46139081	25172	uc057gco.1	ENSG00000227857.2
chr1	23010833	23015850	25176	uc001bgh.1	ENSG00000227868.5
chr1	167052550	167058542	25190	uc057naq.1	ENSG00000227907.1
chr1	221827665	221840666	25197	uc057ppb.1	ENSG00000227925.1
chr1	57386575	57387450	25203	uc057gxn.1	ENSG00000227935.1
chr1	209325455	209328532	25205	uc057pbg.1	ENSG00000227940.1
chr1	47688462	47703383	25208	uc057gic.1	ENSG00000227947.1
chr1	246776012	246792385	25209	uc001ibs.2	ENSG00000227953.6
chr1	16155210	16157329	25212	uc057cqo.1	ENSG00000227959.1
chr1	81505098	81506296	25213	uc057hxe.1	ENSG00000227960.1
chr1	110286374	110339171	25214	uc001dzj.5	ENSG00000227963.1
chr1	154402327	154406564	25224	uc057lhx.1	ENSG00000228013.1
chr1	115283033	115368072	25232	uc057jrf.1	ENSG00000228035.1
chr1	2581559	2584533	25233	uc057bny.1	ENSG00000228037.1
chr1	234646288	234660924	25235	uc001hwh.3	ENSG00000228044.2
chr1	230002729	230007162	25239	uc057qgo.1	ENSG00000228058.1
chr1	39565159	39573203	25240	uc057fbw.1	ENSG00000228060.1
chr1	219086601	219173961	25242	uc057pmi.1	ENSG00000228063.1
chr1	212545693	212556065	25245	uc057pfu.1	ENSG00000228067.1
chr1	99968382	99969864	25253	uc001dso.4	ENSG00000228084.1
chr1	100462398	100485997	25254	uc057iqu.1	ENSG00000228086.1
chr1	20243094	20244655	25258	uc057cyr.1	ENSG00000228105.1
chr1	222815058	222837382	25259	uc057prc.1	ENSG00000228106.5
chr1	150515756	150518032	25268	uc031pos.1	ENSG00000228126.1
chr1	115919349	115931561	25269	uc001efz.4	ENSG00000228127.2
chr1	15402978	15409433	25277	uc057cne.1	ENSG00000228140.1
chr1	9942922	9949974	25282	uc057cbn.1	ENSG00000228150.1
chr1	204663871	204664613	25284	uc057ori.1	ENSG00000228153.1
chr1	25816748	25819772	25293	uc057dnd.1	ENSG00000228172.5
chr1	29708850	29709547	25296	uc057ebv.1	ENSG00000228176.1
chr1	42834680	42846422	25300	uc057fkt.1	ENSG00000228192.7
chr1	248203067	248204006	25301	uc010pzg.2	ENSG00000228198.2
chr1	218510095	218525978	25305	uc057pme.1	ENSG00000228208.6
chr1	191875494	192011260	25308	uc057oaq.1	ENSG00000228215.2
chr1	13324038	13324518	25314	uc057cla.1	ENSG00000228229.2
chr1	46674127	46692097	25317	uc021ond.2	ENSG00000228237.5
chr1	157232230	157237136	25318	uc057mef.1	ENSG00000228239.1
chr1	213731415	213794587	25326	uc057pht.1	ENSG00000228255.1
chr1	202810961	202811913	25340	uc057omy.1	ENSG00000228288.6
chr1	185607183	185628527	25349	uc001grp.2	ENSG00000228309.6
chr1	12822685	12823159	25360	uc057ckg.1	ENSG00000228338.1
chr1	52050917	52052683	25374	uc057gnk.1	ENSG00000228369.2
chr1	226656679	226675067	25379	uc031vpw.2	ENSG00000228382.1
chr1	22023996	22025483	25386	uc284mnk.1	ENSG00000228397.2
chr1	109828354	109871436	25396	uc057jcj.1	ENSG00000228420.1
chr1	8805859	8807051	25399	uc057bzp.1	ENSG00000228423.2
chr1	38859999	38919396	25406	uc057ezf.1	ENSG00000228436.2
chr1	221966409	221984964	25407	uc057ppg.1	ENSG00000228437.5
chr1	42775812	42776790	25411	uc057fkl.1	ENSG00000228452.1
chr1	266360	297502	25414	uc057auu.1	ENSG00000228463.9
chr1	214344171	214357615	25417	uc057pkb.1	ENSG00000228470.1
chr1	95310927	95318263	25430	uc057inh.1	ENSG00000228504.1
chr1	9148010	9182392	25439	uc284mmt.1	ENSG00000228526.4
chr1	219409680	219411941	25442	uc057pmv.1	ENSG00000228536.1
chr1	226668896	226676345	25449	uc057pyy.1	ENSG00000228548.1
chr1	16870944	16874079	25450	uc031trc.2	ENSG00000228549.3
chr1	159346165	159469068	25454	uc001fts.6	ENSG00000228560.1
chr1	1598011	1600096	25472	uc021oes.2	ENSG00000228594.3
chr1	160261743	160262778	25477	uc057mjr.1	ENSG00000228606.1
chr1	227178332	227183444	25487	uc057pzw.1	ENSG00000228625.1
chr1	31933019	31933975	25492	uc057eib.1	ENSG00000228634.1
chr1	176017276	176018760	25513	uc057nmz.1	ENSG00000228686.2
chr1	168400828	168422656	25518	uc021pem.3	ENSG00000228697.1
chr1	109628416	109630305	25520	uc057jai.1	ENSG00000228703.1
chr1	63249919	63251771	25534	uc057hea.1	ENSG00000228734.2
chr1	6724672	6729989	25544	uc284mmr.1	ENSG00000228750.6
chr1	211635905	211642867	25559	uc057pdz.1	ENSG00000228792.2
chr1	827607	859446	25561	uc021oem.3	ENSG00000228794.8
chr1	121494378	121510383	25573	uc057jya.1	ENSG00000228826.2
chr1	234607007	234609483	25574	uc057qmf.1	ENSG00000228830.1
chr1	53288023	53289706	25577	uc057grq.1	ENSG00000228838.1
chr1	95243224	95264054	25582	uc057inb.1	ENSG00000228852.6
chr1	71794231	71837012	25583	uc031pmw.1	ENSG00000228853.1
chr1	160670777	160686692	25589	uc057mlc.1	ENSG00000228863.8
chr1	161084464	161087571	25609	uc057mnd.1	ENSG00000228917.1
chr1	182129309	182244399	25610	uc057ntc.1	ENSG00000228918.3
chr1	243793204	243794400	25616	uc057qwa.1	ENSG00000228939.1
chr1	95510166	95782342	25627	uc057inm.1	ENSG00000228971.2
chr1	70218588	70221023	25634	uc057hll.1	ENSG00000228988.1
chr1	151994530	152042774	25644	uc001ezm.1	ENSG00000229021.2
chr1	31333066	31346799	25648	uc057edv.1	ENSG00000229044.1
chr1	70706452	70786468	25650	uc001dff.3	ENSG00000229051.1
chr1	24961344	24963097	25685	uc057dks.1	ENSG00000229162.1
chr1	31571584	31575573	25686	uc057eeg.1	ENSG00000229167.1
chr1	201023960	201028792	25698	uc057ogg.1	ENSG00000229191.1
chr1	90510909	90533472	25703	uc057ifj.1	ENSG00000229201.1
chr1	63078080	63079031	25713	uc057hdt.1	ENSG00000229225.1
chr1	231591291	231612090	25715	uc021pkm.3	ENSG00000229228.1
chr1	215886581	215901464	25720	uc057pkv.1	ENSG00000229242.1
chr1	248484244	248485484	25727	uc057rbd.1	ENSG00000229255.1
chr1	211830960	211853643	25729	uc057peo.1	ENSG00000229258.5
chr1	111317599	111323981	25742	uc057jik.1	ENSG00000229283.1
chr1	235957878	235971825	25745	uc057qou.1	ENSG00000229291.1
chr1	65279455	65306521	25747	uc057hgv.1	ENSG00000229294.1
chr1	43453926	43456995	25775	uc057foc.1	ENSG00000229348.1
chr1	43447775	43448644	25782	uc057fnr.1	ENSG00000229372.1
chr1	28643227	28648530	25790	uc057dzn.1	ENSG00000229388.1
chr1	2493436	2494479	25792	uc057bmt.1	ENSG00000229393.1
chr1	224717503	224730662	25795	uc057pvs.1	ENSG00000229400.1
chr1	179816183	179818191	25800	uc057nqh.1	ENSG00000229407.5
chr1	43385112	43389155	25808	uc057fnh.1	ENSG00000229431.1
chr1	43709391	43727343	25814	uc057fpe.1	ENSG00000229444.1
chr1	235839482	235840182	25821	uc057qor.1	ENSG00000229463.2
chr1	12527723	12528420	25827	uc057cjx.1	ENSG00000229484.1
chr1	40863913	40876670	25844	uc057fgy.1	ENSG00000229528.1
chr1	174934946	174954261	25845	uc057nlt.1	ENSG00000229531.5
chr1	63000496	63012471	25848	uc057hdr.1	ENSG00000229537.5
chr1	13068676	13077884	25860	uc057cks.1	ENSG00000229571.6
chr1	166334883	166335762	25865	uc057naa.1	ENSG00000229588.1
chr1	30810377	30815553	25873	uc057eci.1	ENSG00000229607.1
chr1	69433254	69435409	25884	uc057hkx.1	ENSG00000229639.1
chr1	153174517	153191676	25912	uc057law.1	ENSG00000229699.1
chr1	248697005	248699110	25914	uc057rbk.1	ENSG00000229703.4
chr1	186435160	186470291	25925	uc057nzi.1	ENSG00000229739.2
chr1	154553608	154555017	25942	uc057lip.1	ENSG00000229780.1
chr1	201222112	201223123	25952	uc057ogw.1	ENSG00000229821.1
chr1	212357417	212358353	25954	uc057pfn.1	ENSG00000229832.1
chr1	49048315	49187585	25957	uc057gjo.1	ENSG00000229846.1
chr1	41375003	41375669	25977	uc057fif.1	ENSG00000229901.1
chr1	760910	761989	25979	uc057awf.1	ENSG00000229905.1
chr1	56823678	56826920	25981	uc001cyn.4	ENSG00000229913.1
chr1	74963313	74965118	25995	uc057hra.1	ENSG00000229943.1
chr1	156646506	156661424	25998	uc057mbt.1	ENSG00000229953.1
